sim.id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,aidsstage.final,aidsstage.start,birth.boygirlratio,birth.pregnancyduration.dist.fixed.value,birth.pregnancyduration.dist.type,chronicstage.acutestagetime,conception.alpha_ageman,conception.alpha_agewoman,conception.alpha_base,conception.alpha_wsf,conception.beta,conception.t_max,conception.wsf.dist.fixed.value,conception.wsf.dist.type,debut.debutage,diagnosis.agefactor,diagnosis.baseline,diagnosis.beta,diagnosis.diagpartnersfactor,diagnosis.genderfactor,diagnosis.isdiagnosedfactor,diagnosis.t_max,dissolution.Dp,dissolution.alpha_0,dissolution.alpha_1,dissolution.alpha_2,dissolution.alpha_3,dissolution.alpha_4,dissolution.alpha_5,dissolution.beta,dissolution.t_max,dropout.interval.dist.type,dropout.interval.dist.uniform.max,dropout.interval.dist.uniform.min,formation.hazard.agegapry.baseline,formation.hazard.agegapry.beta,formation.hazard.agegapry.distance,formation.hazard.agegapry.eagerness_diff,formation.hazard.agegapry.eagerness_sum,formation.hazard.agegapry.gap_agescale_man,formation.hazard.agegapry.gap_agescale_woman,formation.hazard.agegapry.gap_factor_man_age,formation.hazard.agegapry.gap_factor_man_const,formation.hazard.agegapry.gap_factor_man_exp,formation.hazard.agegapry.gap_factor_woman_age,formation.hazard.agegapry.gap_factor_woman_const,formation.hazard.agegapry.gap_factor_woman_exp,formation.hazard.agegapry.maxageref.diff,formation.hazard.agegapry.meanage,formation.hazard.agegapry.numrel_diff,formation.hazard.agegapry.numrel_man,formation.hazard.agegapry.numrel_scale_man,formation.hazard.agegapry.numrel_scale_woman,formation.hazard.agegapry.numrel_woman,formation.hazard.agegapry.t_max,formation.hazard.type,hivseed.age.max,hivseed.age.min,hivseed.amount,hivseed.gender,hivseed.stop.short,hivseed.time,hivseed.type,intervention.baseconfigname,intervention.enabled,intervention.fileids,intervention.times,monitoring.cd4.threshold,monitoring.fraction.log_viralload,monitoring.interval.piecewise.cd4s,monitoring.interval.piecewise.left,monitoring.interval.piecewise.right,monitoring.interval.piecewise.times,mortality.aids.survtime.C,mortality.aids.survtime.k,mortality.normal.weibull.genderdiff,mortality.normal.weibull.scale,mortality.normal.weibull.shape,periodiclogging.interval,periodiclogging.starttime,person.agegap.man.dist.normal.max,person.agegap.man.dist.normal.min,person.agegap.man.dist.normal.mu,person.agegap.man.dist.normal.sigma,person.agegap.man.dist.type,person.agegap.woman.dist.normal.max,person.agegap.woman.dist.normal.min,person.agegap.woman.dist.normal.mu,person.agegap.woman.dist.normal.sigma,person.agegap.woman.dist.type,person.art.accept.threshold.dist.fixed.value,person.art.accept.threshold.dist.type,person.cd4.end.dist.type,person.cd4.end.dist.uniform.max,person.cd4.end.dist.uniform.min,person.cd4.start.dist.type,person.cd4.start.dist.uniform.max,person.cd4.start.dist.uniform.min,person.eagerness.dist.gamma.a,person.eagerness.dist.gamma.b,person.eagerness.dist.type,person.geo.dist2d.fixed.xvalue,person.geo.dist2d.fixed.yvalue,person.geo.dist2d.type,person.survtime.logoffset.dist.fixed.value,person.survtime.logoffset.dist.type,person.vsp.maxvalue,person.vsp.model.logdist2d.dist2d.binormalsymm.max,person.vsp.model.logdist2d.dist2d.binormalsymm.mean,person.vsp.model.logdist2d.dist2d.binormalsymm.min,person.vsp.model.logdist2d.dist2d.binormalsymm.rho,person.vsp.model.logdist2d.dist2d.binormalsymm.sigma,person.vsp.model.logdist2d.dist2d.type,person.vsp.model.logdist2d.usealternativeseeddist,person.vsp.model.type,person.vsp.toacute.x,person.vsp.toaids.x,person.vsp.tofinalaids.x,population.coarsemap.subdivx,population.coarsemap.subdivy,population.eyecap.fraction,population.maxevents,population.nummen,population.numwomen,population.simtime,relocation.enabled,syncpopstats.interval,syncrefyear.interval,transmission.maxageref.diff,transmission.param.a,transmission.param.b,transmission.param.c,transmission.param.d1,transmission.param.d2,transmission.param.f1,transmission.param.f2,growth.rate,median.AD,Q1.AD,Q3.AD,prev.15.25,prev.25.50,ART.cov.15.50,incid.wom.15.30,frac.degreeGT1.wom.15.30
368,0.195398682,0.858438277,0.17121096,0.63534287,0.135075127,0.202057862,0.373774862,0.855737744,0.015653521,0.214548629,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-3.189093695,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.086492487,0.1,0.23,0.1,0,0,-1.277736352,0,0,-1.277736352,1,0,0,-0.610519982,0,0,-0.610519982,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,1.49509945,0.523480282,normal,Inf,#NAME?,3.422950977,0.821822943,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.471257495,52.21410523,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.01850597,7.659718362,6.335,7.955,0,0.044776119,0.315789474,0,0.375
369,0.547994882,0.678108533,0.291193492,0.805703055,0.300825057,0.653474602,0.96784228,0.058893882,0.070975137,0.521248637,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-2.901135619,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.069917494,0.1,0.23,0.1,0,0,-0.781177938,0,0,-0.781177938,1,0,0,-0.372015724,0,0,-0.372015724,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,3.871369119,0.606462706,normal,Inf,#NAME?,0.235575526,1.281872955,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.141190276,42.29596932,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,0.006539868,3.883056847,1.15,7.715,0.335443038,0.387640449,0.220472441,0.102108728,0.333333333
370,0.506872316,0.856160678,0.846367608,0.975043026,0.001455349,0.978842377,0.61387082,0.814002727,0.328363655,0.278910292,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-1.56871774,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.099854465,0.1,0.23,0.1,0,0,-0.423273386,0,0,-0.423273386,1,0,0,-0.134939763,0,0,-0.134939763,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,2.455483282,0.992545482,normal,Inf,#NAME?,3.256010908,0.918365438,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.063057399,52.08883731,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,0.280175248,0.10203612,0.177962408,0.92523909,0.336570764,0.38296966,0.785051086,0.426724757,0.165809815,0.179621206,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-3.17289022,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.066342924,0.1,0.23,0.1,0,0,-1.078733374,0,0,-1.078733374,1,0,0,-0.204665274,0,0,-0.204665274,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,3.140204346,0.748714723,normal,Inf,#NAME?,1.706899029,0.769431808,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.632332971,10.6119866,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.028721338,NA,NA,NA,NA,0.02,0,NA,NA
372,0.216782236,0.761542877,0.516941242,0.460606158,0.832883952,0.938266415,0.494453506,0.844783753,0.121654877,0.632232649,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-2.359341019,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.016711605,0.1,0.23,0.1,0,0,-0.467906943,0,0,-0.467906943,1,0,0,-0.855151378,0,0,-0.855151378,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,1.977814025,0.682482315,normal,Inf,#NAME?,3.379135012,1.448348974,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.511886249,46.88485824,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,0.014075962,5.250252773,2.669,7.411,0.159793814,0.495495495,0.224489796,0.096970938,0.444444444
373,0.605565793,0.456421253,0.136042278,0.320607088,0.002492712,0.957587538,0.824071673,0.394948956,0.097196728,0.044679662,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-3.273498533,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.099750729,0.1,0.23,0.1,0,0,-0.446653708,0,0,-0.446653708,1,0,0,-1.051150077,0,0,-1.051150077,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,3.296286693,0.645795092,normal,Inf,#NAME?,1.579795824,0.567019493,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.250575006,30.10316889,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.007561434,6.524744496,4.11,8.681,0.078125,0.238709677,0.234693878,0.03263333,0.578947368
374,0.826396237,0.112843792,0.971075782,0.891775749,0.833647354,0.759089988,0.166921243,0.269550969,0.508426347,0.22916325,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-1.269418124,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.016635265,0.1,0.23,0.1,0,0,-0.665001014,0,0,-0.665001014,1,0,0,-0.251513951,0,0,-0.251513951,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,0.66768497,1.262639521,normal,Inf,#NAME?,1.078203876,0.843744875,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.67015285,11.20640854,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,0.04108632,3.405653714,2.126,4.781,0,0.130841121,0.189873418,0.020718015,0.780058651
375,0.582339809,0.200672225,0.263852219,0.875584019,0.491623056,0.355807808,0.29897845,0.694242521,0.311970273,0.555085067,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-2.966754674,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.050837694,0.1,0.23,0.1,0,0,-1.108611412,0,0,-1.108611412,1,0,0,-0.274182374,0,0,-0.274182374,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,1.195913799,0.967955409,normal,Inf,#NAME?,2.776970084,1.332627601,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.206445638,16.03697238,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.019686447,5.78730027,4.187,7.064,0,0.071428571,0.407407407,0,0.444444444
376,0.839855853,0.448055422,0.062584402,0.73348362,0.22670479,0.666944874,0.34661134,0.63344685,0.697563977,0.727926539,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-3.449797435,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.077329521,0.1,0.23,0.1,0,0,-0.766360638,0,0,-0.766360638,1,0,0,-0.473122931,0,0,-0.473122931,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,1.386445361,1.546345965,normal,Inf,#NAME?,2.533787401,1.591889808,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.69572612,29.64304819,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.004508089,4.722952438,2.449,6.896,0.318584071,0.590604027,0.285185185,0.08889718,0.5
377,0.900525567,0.993935895,0.621435306,0.933530252,0.85119721,0.702001094,0.951061025,0.163076159,0.935963053,0.935136064,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-2.108555266,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.014880279,0.1,0.23,0.1,0,0,-0.727798797,0,0,-0.727798797,1,0,0,-0.193057647,0,0,-0.193057647,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,3.804244099,1.903944579,normal,Inf,#NAME?,0.652304636,1.902704097,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.810998577,59.66647422,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,0.098636833,0.833017274,0.174042987,0.75754224,0.536052702,0.776100917,0.167467836,0.211608176,0.012761573,0.287392728,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-3.18229683,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.04639473,0.1,0.23,0.1,0,0,-0.646288992,0,0,-0.646288992,1,0,0,-0.439440864,0,0,-0.439440864,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,0.669871343,0.519142359,normal,Inf,#NAME?,0.846432704,0.931089092,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.287409983,50.81595007,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.014406336,3.156632537,0.7336,5.07,0,0.134328358,0.384615385,0,0.181818182
379,0.149981525,0.341392515,0.698010678,0.13995853,0.032352817,0.025209241,0.839482247,0.934722308,0.303910609,0.991874859,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-1.924774373,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.096764718,0.1,0.23,0.1,0,0,-1.472269835,0,0,-1.472269835,1,0,0,-1.304058058,0,0,-1.304058058,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,3.357928989,0.955865913,normal,Inf,#NAME?,3.738889233,1.987812288,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.384964898,23.7765883,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.028252574,NA,NA,NA,0,0,0.5,0,NA
380,0.619730029,0.913428579,0.739362123,0.665887995,0.004712386,0.091686041,0.452840756,0.797221163,0.39655293,0.215225869,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-1.825530904,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.099528761,0.1,0.23,0.1,0,0,-1.399145355,0,0,-1.399145355,1,0,0,-0.567756806,0,0,-0.567756806,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,1.811363025,1.094829395,normal,Inf,#NAME?,3.18888465,0.822838803,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.277487054,55.23857186,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,0.037350677,4.81496662,3.226,6.272,0.334152334,0.540540541,0.244680851,0.080723596,0.333333333
381,0.131280096,0.718024606,0.10412935,0.155442464,0.922433881,0.028205753,0.439507254,0.722381617,0.647403318,0.690382979,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-3.350089559,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.007756612,0.1,0.23,0.1,0,0,-1.468973672,0,0,-1.468973672,1,0,0,-1.28238055,0,0,-1.28238055,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,1.758029017,1.471104977,normal,Inf,#NAME?,2.88952647,1.535574468,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.349432183,44.49135335,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.022969847,5.421168408,2.803,8.303,0,0.024390244,0.6,0,0
382,0.765142701,0.961451125,0.534749799,0.095750199,0.440717477,0.253865978,0.817963207,0.352272604,0.828685442,0.079530462,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-2.316600483,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.055928252,0.1,0.23,0.1,0,0,-1.220747425,0,0,-1.220747425,1,0,0,-1.365949722,0,0,-1.365949722,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,3.271852828,1.743028164,normal,Inf,#NAME?,1.409090417,0.619295694,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.553771131,57.87981189,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,0.027523573,3.430848759,1.708,5.502,0.355769231,0.515254237,0.253597122,0.100009614,0.428571429
383,0.536639442,0.990393324,0.833587792,0.205422737,0.807921797,0.646918003,0.459758769,0.697090353,0.243281807,0.999308154,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-1.5993893,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.01920782,0.1,0.23,0.1,0,0,-0.788390197,0,0,-0.788390197,1,0,0,-1.212408169,0,0,-1.212408169,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,1.839035076,0.86492271,normal,Inf,#NAME?,2.788361412,1.998962231,normal,0.5,fixed,uniform,100,0,uniform,1300,700,1.11961494,59.47163282,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,0.408215101,0.355990633,0.022346755,0.02904518,0.663157817,0.680789693,0.91787656,0.252235787,0.573408277,0.134872055,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-3.546367789,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.033684218,0.1,0.23,0.1,0,0,-0.751131337,0,0,-0.751131337,1,0,0,-1.459336749,0,0,-1.459336749,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,3.671506239,1.360112416,normal,Inf,#NAME?,1.008943149,0.702308082,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.875608692,24.57948483,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.023668748,8.641745636,8.179,9.216,0,0.009090909,0,0,0
385,0.310455773,0.557773846,0.027894701,0.592568281,0.888612342,0.014797188,0.832872484,0.150281122,0.303096617,0.464423498,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-3.533052718,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.011138766,0.1,0.23,0.1,0,0,-1.483723094,0,0,-1.483723094,1,0,0,-0.670404407,0,0,-0.670404407,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,3.331489934,0.954644926,normal,Inf,#NAME?,0.601124486,1.196635247,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.689865969,35.67756156,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.023348642,2.940185377,2.352,4.428,0,0.083333333,0.391304348,0,0.333333333
386,0.028442559,0.699449632,0.612467509,0.879784024,0.071817279,0.283136075,0.673606487,0.372671513,0.756998864,0.999809738,0.5,1.25,0.497512438,0.734246575,fixed,0.25,0,0,-2.130077977,0,0,200,0,fixed,14,0,-100,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,uniform,10,0.25,0.1,0,0,-0.092818272,0.1,0.23,0.1,0,0,-1.188550317,0,0,-1.188550317,1,0,0,-0.268302367,0,0,-0.268302367,200,agegapry,30,20,20,any,yes,10,amount,simpact-cyan-2016-10-15-07-58-37_9000_yUJI3FJB-interventionconfig_%.txt,yes,"1,2,3,4","27.0,30.0,33.0,36.0",0.01,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,#NAME?,2.69442595,1.635498295,normal,Inf,#NAME?,1.490686051,1.999714607,normal,0.5,fixed,uniform,100,0,uniform,1300,700,0.154040862,43.46972974,gamma,0,0,fixed,0,fixed,1000000000,8,4,1,0.33,1,binormalsymm,no,logdist2d,10,7,12,20,20,0.2,80000,500,500,40,no,-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.609437912,-0.112661313,-0.025265035,NA,NA,NA,0,0.018867925,0,0,NA
