"","V1","V2"
"1",0,23.0036203427
"2",1,21.0702324585
"3",2,17.4202195568
"4",3,10.6906365565
"5",4,24.6447592337
"6",5,18.7727284438
"7",6,16.6507737658
"8",7,18.082236684
"9",8,21.0218118214
"10",9,14.9013772492
"11",10,16.9835703586
"12",11,20.3022619583
"13",12,14.0632703518
"14",13,22.2888368947
"15",14,19.7830445514
"16",15,20.7181175696
"17",16,12.8206033942
"18",17,24.0520874686
"19",18,22.8289202727
"20",19,21.8545099306
"21",20,22.1269378584
"22",21,21.0939678695
"23",22,23.5303399627
"24",23,21.3917275925
"25",24,17.5394704121
"26",25,22.5423330608
"27",26,23.0618111497
"28",27,16.8071091686
"29",28,20.6388855889
"30",29,23.222784887
"31",30,17.6585635693
"32",31,20.7682198195
"33",32,14.9443271734
"34",33,19.9621476639
"35",34,20.2854670547
"36",35,19.8402703925
"37",36,19.4594121666
"38",37,12.8511251576
"39",38,22.9883231598
"40",39,24.7684653952
"41",40,15.3224308993
"42",41,20.5176980503
"43",42,20.8403508572
"44",43,21.7210993763
"45",44,12.7024674458
"46",45,12.606489484
"47",46,14.6037236166
"48",47,18.8852479429
"49",48,17.7107912051
"50",49,17.3044058844
"51",50,21.3779104896
"52",51,22.7044518159
"53",52,12.2487588436
"54",53,21.4195100607
"55",54,18.1000864639
"56",55,14.1991213777
"57",56,15.3104817962
"58",57,20.5362677534
"59",58,21.814496072
"60",59,14.3894539738
"61",60,20.7630945994
"62",61,19.9407866357
"63",62,22.6204728187
"64",63,19.8339745875
"65",64,22.0818092985
"66",65,16.8460999088
"67",66,12.6932056444
"68",67,12.8237335784
"69",68,12.8096611205
"70",69,11.6784460114
"71",70,11.5241508245
"72",71,18.8732125001
"73",72,19.6776563254
"74",73,22.0528549236
"75",74,19.9443181498
"76",75,13.1453257397
"77",76,16.8190658629
"78",77,14.026554417
"79",78,17.607721512
"80",79,16.5838029759
"81",80,16.1751814427
"82",81,20.279559661
"83",82,22.6489646077
"84",83,12.9992311544
"85",84,20.3190866887
"86",85,18.8799762317
"87",86,22.3286862614
"88",87,12.9784132419
"89",88,12.5160657382
"90",89,14.9568579829
"91",90,19.712752292
"92",91,21.4471356521
"93",92,17.2879664491
"94",93,19.1921516428
"95",94,12.4915631268
"96",95,12.268992434
"97",96,16.7226419282
"98",97,20.8225512966
"99",98,15.8661583513
"100",99,16.3091235737
"101",100,17.3363793355
"102",101,18.8114822958
"103",102,18.2553157389
"104",103,21.1692977223
"105",104,17.3436754002
"106",105,21.5313444307
"107",106,17.2630149642
"108",107,17.5101204488
"109",108,12.7807585107
"110",109,17.5693878462
"111",110,14.2155541103
"112",111,22.8755314968
"113",112,18.0825610861
"114",113,18.8444201617
"115",114,22.5775684329
"116",115,13.8292295941
"117",116,14.8158719844
"118",117,14.8751596511
"119",118,16.6787654805
"120",119,17.4596051217
"121",120,18.887199601
"122",121,11.9919536949
"123",122,15.5258237396
"124",123,13.2469935924
"125",124,20.4924878544
"126",125,19.8202064001
"127",126,14.4010295151
"128",127,16.3133752215
"129",128,18.4097024067
"130",129,17.9874450279
"131",130,18.4888885691
"132",131,19.0337335418
"133",132,12.6429884445
"134",133,18.0983854503
"135",134,13.667827232
"136",135,17.535207957
"137",136,16.1501390876
"138",137,12.6414603907
"139",138,12.3318003442
"140",139,15.0508140234
"141",140,12.8329856304
"142",141,13.426718458
"143",142,12.8382361415
"144",143,12.0785408798
"145",144,15.8919638997
"146",145,14.022682547
"147",146,15.2286160141
"148",147,15.7540016412
"149",148,16.4084018263
"150",149,12.1722177755
"151",150,15.5765316158
"152",151,14.026586443
"153",152,12.1233072155
"154",153,18.3170782801
"155",154,12.2762413202
"156",155,16.2812742017
"157",156,19.7418605859
"158",157,13.9732080385
"159",158,11.5265689849
"160",159,12.9780192539
"161",160,16.302448007
"162",161,15.1181467445
"163",162,12.5330385463
"164",163,16.2712265355
"165",164,13.8615766939
"166",165,15.4344700897
"167",166,14.560112398
"168",167,14.2250758896
"169",168,13.2988012378
"170",169,12.4176864537
"171",170,12.806472438
"172",171,12.5516383504
"173",172,12.2357021451
"174",173,12.0555447934
"175",174,11.5314460533
"176",175,16.5331916951
"177",176,12.9240971113
"178",177,12.9116335398
"179",178,12.9992223759
"180",179,13.4159272665
"181",180,11.8905801199
"182",181,10.9893993652
"183",182,12.7391588976
"184",183,15.9128143945
"185",184,11.9208878201
"186",185,12.6162928385
"187",186,12.7386681026
"188",187,11.3946632399
"189",188,13.0245983912
"190",189,12.6516409751
"191",190,12.1005457988
"192",191,12.2103353837
"193",192,12.8795876662
"194",193,12.4799228541
"195",194,9.9812056783
"196",195,10.9571450889
"197",196,9.7269597991
"198",197,14.7244002995
"199",198,12.688426786
"200",199,13.6485878697
"201",200,12.5330296424
"202",201,12.9516815527
"203",202,12.9484173393
"204",203,12.6696576922
"205",204,12.8101920444
"206",205,12.1851343291
"207",206,12.960507037
"208",207,12.0517504473
"209",208,11.6602307848
"210",209,12.8518454572
"211",210,12.6701523623
"212",211,12.8712653016
"213",212,12.313472721
"214",213,12.9653308963
"215",214,11.9842492093
"216",215,9.5678277748
"217",216,12.9320111002
"218",217,12.7948380093
"219",218,13.6872596238
"220",219,12.7143382399
"221",220,17.4466234627
"222",221,12.4198736649
"223",222,12.0277499585
"224",223,11.5718419269
"225",224,12.0331301188
"226",225,12.5139445824
"227",226,12.2375510748
"228",227,11.7459055012
"229",228,12.2166012248
"230",229,12.6439015135
"231",230,12.3615359407
"232",231,12.5759894566
"233",232,12.6089676326
"234",233,12.5110482671
"235",234,14.4437418304
"236",235,12.5336591712
"237",236,11.2718038273
"238",237,12.7224554786
"239",238,11.6355482106
"240",239,12.7162608964
"241",240,12.6899290791
"242",241,12.9989337723
"243",242,11.2629964459
"244",243,12.1665876222
"245",244,12.3776404695
"246",245,12.7191676551
"247",246,12.7547906664
"248",247,12.8925560025
"249",248,12.9825809945
"250",249,12.680064505
"251",250,11.9877955405
"252",251,12.8828388647
"253",252,12.7745056402
"254",253,12.977198772
"255",254,11.8824929198
"256",255,11.8452564491
"257",256,12.0020680164
"258",257,12.7392027365
"259",258,12.6330623295
"260",259,12.9369574746
"261",260,12.4458985677
"262",261,11.8211305428
"263",262,12.4605135978
"264",263,12.9883178496
"265",264,11.4868997659
"266",265,12.8151400754
"267",266,11.8946209987
"268",267,11.9015373225
"269",268,11.8845367882
"270",269,12.960169449
"271",270,12.555905846
"272",271,12.240427742
"273",272,12.633977861
"274",273,12.9026391427
"275",274,12.8390916406
"276",275,12.7211576961
"277",276,12.805191503
"278",277,11.6136115737
"279",278,11.9867783629
"280",279,12.7096357717
"281",280,11.9255908534
"282",281,12.1547760368
"283",282,10.2156223858
"284",283,11.9025637331
"285",284,11.8188039279
"286",285,11.1120348004
"287",286,9.7749296028
"288",287,9.8759756269
"289",288,10.867324497
"290",289,10.5071562508
"291",290,10.314829702
"292",291,10.1086797841
"293",292,10.542115318
"294",293,10.1376421859
"295",294,7.6512433174
"296",295,9.5951966737
"297",296,9.3458237097
"298",297,9.0013614109
"299",298,7.2635156252
"300",299,8.51354498
"301",300,8.1998863169
"302",301,9.0265464339
"303",302,6.1590853898
"304",303,6.8647599678
"305",304,7.3656057968
"306",305,7.4599070967
"307",306,4.6770876754
"308",307,6.9602662319
"309",308,3.8724621492
"310",309,3.7488315012
"311",310,4.6564660522
"312",311,4.2294516206
"313",312,2.9113654823
"314",313,0
