"","X","V1","V2"
"877",579,19.578,11.5469723417
"878",580,19.579,12.8400782527
"879",581,19.58,4.000708827
"880",582,19.581,8.2326471752
"881",583,19.582,12.4586669902
"882",584,19.583,8.0952381479
"883",585,19.584,10.5793003969
"884",586,19.585,12.8111918708
"885",587,19.586,13.1785786002
"886",588,19.587,15.8030899554
"887",589,19.588,7.8197556525
"888",590,19.589,12.8026150217
"889",591,19.59,9.9809983031
"890",592,19.591,15.162089671
"891",593,19.592,12.0906707999
"892",594,19.593,14.6626348359
"893",595,19.594,10.6668667827
"894",596,19.595,10.8424565855
"895",597,19.596,8.4687677044
"896",598,19.597,16.0429500191
"897",599,19.598,7.8390012832
"898",600,19.599,6.1001501482
"899",601,19.6,7.524584789
"900",602,19.601,13.9383470402
"901",603,19.602,15.1453067253
"902",604,19.603,11.0690259393
"903",605,19.604,13.087630123
"904",606,19.605,12.1831111381
"905",607,19.606,12.2928465164
"906",608,19.607,14.0233313403
"907",609,19.608,14.4071365316
"908",610,19.609,12.6896305757
"909",611,19.61,14.3727583055
"910",612,19.611,15.744056594
"911",613,19.612,14.0567549633
"912",614,19.613,14.4020565512
"913",615,19.614,15.8775926572
"914",616,19.615,13.8451836179
"915",617,19.616,8.44782765
"916",618,19.617,0
"917",619,19.618,13.1477580284
"918",620,19.619,8.5238657979
"919",621,19.62,13.0628242591
"920",622,19.621,14.6116573483
"921",623,19.622,0
"922",624,19.623,2.7806106666
"923",625,19.624,8.8214603423
"924",626,19.625,9.4793260377
"925",627,19.626,7.5210268098
"926",628,19.627,13.9264682175
"927",629,19.628,12.6120384177
"928",630,19.629,6.6956617986
"929",631,19.63,6.5448910765
"930",632,19.631,8.884761095
"931",633,19.632,9.3463546507
"932",634,19.633,9.8023708
"933",635,19.634,11.1145102188
"934",636,19.635,6.4203173005
"935",637,19.636,11.4274324881
"936",638,19.637,13.4515680121
"937",639,19.638,8.7073040008
"938",640,19.639,14.7916925182
"939",641,19.64,13.5417202102
"940",642,19.641,10.2949526459
"941",643,19.642,7.7442344779
"942",644,19.643,13.0414485785
"943",645,19.644,9.6872965187
"944",646,19.645,10.9803313008
"945",647,19.646,11.4672337131
"946",648,19.647,9.8904791848
"947",649,19.648,14.702240905
"948",650,19.649,13.6830661251
"949",651,19.65,8.6085829885
"950",652,19.651,11.3129319389
"951",653,19.652,14.755413917
"952",654,19.653,4.4987730141
"953",655,19.654,9.6656299278
"954",656,19.655,7.1221970377
"955",657,19.656,13.8924531976
"956",658,19.657,13.4278709308
"957",659,19.658,11.1643454693
"958",660,19.659,3.1852510101
"959",661,19.66,11.3213138485
"960",662,19.661,6.8312194074
"961",663,19.662,9.6702877069
"962",664,19.663,9.0926347352
"963",665,19.664,11.2258051417
"964",666,19.665,4.5433631043
"965",667,19.666,13.6010791935
"966",668,19.667,11.1523645847
"967",669,19.668,4.2837051049
"968",670,19.669,5.7622709562
"969",671,19.67,14.1740112726
"970",672,19.671,14.2939810489
"971",673,19.672,12.7714790113
"972",674,19.673,8.2588907984
"973",675,19.674,11.6135844864
"974",676,19.675,11.4107840589
"975",677,19.676,2.9156863508
"976",678,19.677,14.2554865688
"977",679,19.678,4.8990045429
"978",680,19.679,8.6736723917
"979",681,19.68,14.5589315449
"980",682,19.681,10.527066291
"981",683,19.682,7.8132746158
"982",684,19.683,3.1461737182
"983",685,19.684,8.8846118472
"984",686,19.685,9.7334442423
"985",687,19.686,7.9608825746
"986",688,19.687,7.9011411717
"987",689,19.688,11.6537985266
"988",690,19.689,4.6043446241
"989",691,19.69,10.0806305091
"990",692,19.691,12.3689900776
"991",693,19.692,9.0071368212
"992",694,19.693,12.1154822484
"993",695,19.694,7.2456127152
"994",696,19.695,9.4304033329
"995",697,19.696,12.9208243796
"996",698,19.697,2.9654849454
"997",699,19.698,13.9602989098
"998",700,19.699,5.6642702234
"999",701,19.7,8.4262177624
"1000",702,19.701,10.7848930404
"1001",703,19.702,13.2183652408
"1002",704,19.703,1.3170846494
"1003",705,19.704,14.0095431503
"1004",706,19.705,11.6054674714
"1005",707,19.706,3.2044669425
"1006",708,19.707,8.755189501
"1007",709,19.708,11.7973905543
"1008",710,19.709,11.7331619353
"1009",711,19.71,3.8624208365
"1010",712,19.711,13.0279983716
"1011",713,19.712,0
"1012",714,19.713,13.8716891571
"1013",715,19.714,4.5558082452
"1014",716,19.715,12.1441797882
"1015",717,19.716,4.6135116288
"1016",718,19.717,6.3589590893
"1017",719,19.718,11.2524222715
"1018",720,19.719,10.9736463243
"1019",721,19.72,13.2667099373
"1020",722,19.721,7.5825876943
"1021",723,19.722,13.1478360183
"1022",724,19.723,3.404670797
"1023",725,19.724,6.8363133189
"1024",726,19.725,10.1967426363
"1025",727,19.726,11.3428039914
"1026",728,19.727,0.550597689100002
"1027",729,19.728,13.7551273079
"1028",730,19.729,7.4684942302
"1029",731,19.73,11.1924516811
"1030",732,19.731,10.4745445227
"1031",733,19.732,13.2580698108
"1032",734,19.733,8.7339451216
"1033",735,19.734,6.6540661296
"1034",736,19.735,11.3284053937
"1035",737,19.736,8.7106668453
"1036",738,19.737,10.7355136811
"1037",739,19.738,8.5941414446
"1038",740,19.739,6.2599391601
"1039",741,19.74,8.9515088774
"1040",742,19.741,5.9504797337
"1041",743,19.742,13.1113911447
"1042",744,19.743,10.1818093201
"1043",745,19.744,4.9499485582
"1044",746,19.745,2.2199836144
"1045",747,19.746,12.9561362025
"1046",748,19.747,2.4142811467
"1047",749,19.748,8.2125637401
"1048",750,19.749,2.5075267505
"1049",751,19.75,10.9147962562
"1050",752,19.751,8.9208405531
"1051",753,19.752,2.6129489939
"1052",754,19.753,11.6858991693
"1053",755,19.754,11.0936389284
"1054",756,19.755,7.5710431729
"1055",757,19.756,3.7850766482
"1056",758,19.757,8.440698508
"1057",759,19.758,6.1773511963
"1058",760,19.759,13.0774216906
"1059",761,19.76,7.4072775069
"1060",762,19.761,12.5247440507
"1061",763,19.762,12.4983833906
"1062",764,19.763,4.0295469793
"1063",765,19.764,11.8805626757
"1064",766,19.765,10.9714414724
"1065",767,19.766,6.5002683083
"1066",768,19.767,5.1715930742
"1067",769,19.768,13.0148071598
"1068",770,19.769,10.0732131954
"1069",771,19.77,4.5869025025
"1070",772,19.771,12.1343294607
"1071",773,19.772,10.8253633122
"1072",774,19.773,11.85134975
"1073",775,19.774,11.7432329544
"1074",776,19.775,12.4872811817
"1075",777,19.776,13.1303416616
"1076",778,19.777,5.9790498039
"1077",779,19.778,11.6233951121
"1078",780,19.779,12.6578319504
"1079",781,19.78,9.1934715624
"1080",782,19.781,11.0962087411
"1081",783,19.782,4.3373326686
"1082",784,19.783,11.3446165449
"1083",785,19.784,3.9171619603
"1084",786,19.785,8.2397182986
"1085",787,19.786,10.4368314006
"1086",788,19.787,8.5313978638
"1087",789,19.788,7.0728749494
"1088",790,19.789,12.474375715
"1089",791,19.79,4.1874921576
"1090",792,19.791,12.5936894795
"1091",793,19.792,8.5534554893
"1092",794,19.793,11.9747089706
"1093",795,19.794,5.3820437793
"1094",796,19.795,8.697611083
"1095",797,19.796,8.9713209711
"1096",798,19.797,9.0931551239
"1097",799,19.798,12.6646134187
"1098",800,19.799,11.3814165673
"1099",801,19.8,6.2152727811
"1100",802,19.801,7.3126041783
"1101",803,19.802,10.3387633798
"1102",804,19.803,12.7724375109
"1103",805,19.804,8.5446914494
"1104",806,19.805,12.6976584467
"1105",807,19.806,11.2355723062
"1106",808,19.807,7.0453778792
"1107",809,19.808,5.7035586951
"1108",810,19.809,7.4782913425
"1109",811,19.81,0
"1110",812,19.811,12.7311267343
"1111",813,19.812,0
"1112",814,19.813,11.9699312238
"1113",815,19.814,10.6602460051
"1114",816,19.815,9.625354737
"1115",817,19.816,6.4729250962
"1116",818,19.817,4.4515744978
"1117",819,19.818,12.5293051147
"1118",820,19.819,9.4379666214
"1119",821,19.82,12.2131031965
"1120",822,19.821,11.2388513587
"1121",823,19.822,12.3322234168
"1122",824,19.823,12.5835901311
"1123",825,19.824,9.8347918097
"1124",826,19.825,0
"1125",827,19.826,4.0623318899
"1126",828,19.827,8.5704592791
"1127",829,19.828,8.0548766945
"1128",830,19.829,2.9842530175
"1129",831,19.83,5.5685114938
"1130",832,19.831,0
"1131",833,19.832,10.8852938885
"1132",834,19.833,0
"1133",835,19.834,0
"1134",836,19.835,2.235585477
"1135",837,19.836,9.8291792192
"1136",838,19.837,1.8177125912
"1137",839,19.838,10.3481110545
"1138",840,19.839,9.2889938841
"1139",841,19.84,10.7888970715
"1140",842,19.841,6.9516807546
"1141",843,19.842,2.2595144384
"1142",844,19.843,8.8274095931
"1143",845,19.844,10.9526470391
"1144",846,19.845,3.9040277251
"1145",847,19.846,11.3160058073
"1146",848,19.847,6.8459650161
"1147",849,19.848,8.3365838158
"1148",850,19.849,0.473516755299997
"1149",851,19.85,6.0733903071
"1150",852,19.851,4.6617405355
"1151",853,19.852,9.9490777355
"1152",854,19.853,7.7523427271
"1153",855,19.854,10.3199439788
"1154",856,19.855,9.0466643101
"1155",857,19.856,9.0611753533
"1156",858,19.857,8.4375419454
"1157",859,19.858,11.665222763
"1158",860,19.859,9.4086571124
"1159",861,19.86,4.9468361966
"1160",862,19.861,6.6658768347
"1161",863,19.862,10.8439459612
"1162",864,19.863,6.1119401091
"1163",865,19.864,0
"1164",866,19.865,8.6204398049
"1165",867,19.866,0
"1166",868,19.867,0.322646582600001
"1167",869,19.868,5.4815894912
"1168",870,19.869,10.0731889852
"1169",871,19.87,4.5706005863
"1170",872,19.871,10.9456166032
"1171",873,19.872,8.7299734506
"1172",874,19.873,5.8433171652
"1173",875,19.874,10.8504676037
"1174",876,19.875,8.9981897657
"1175",877,19.876,4.5034433818
"1176",878,19.877,11.4242905415
"1177",879,19.878,4.2979292902
"1178",880,19.879,9.4099305968
"1179",881,19.88,9.2981328972
"1180",882,19.881,1.6636341372
"1181",883,19.882,6.9705363318
"1182",884,19.883,4.9691172775
"1183",885,19.884,10.1530509802
"1184",886,19.885,10.9703014704
"1185",887,19.886,8.320250182
"1186",888,19.887,7.2235115086
"1187",889,19.888,11.0804115446
"1188",890,19.889,3.7552458178
"1189",891,19.89,6.1716306505
"1190",892,19.891,11.2387424794
"1191",893,19.892,10.470756624
"1192",894,19.893,3.7285883377
"1193",895,19.894,7.1440803514
"1194",896,19.895,11.3728539381
"1195",897,19.896,8.9708515751
"1196",898,19.897,0.385882545999998
"1197",899,19.898,5.5085983624
"1198",900,19.899,9.4550484636
"1199",901,19.9,9.9605257447
"1200",902,19.901,10.6748588213
"1201",903,19.902,8.8579238304
"1202",904,19.903,9.9531826511
"1203",905,19.904,0.0628020026000016
"1204",906,19.905,10.8872514108
"1205",907,19.906,3.5377637723
"1206",908,19.907,7.2008648806
"1207",909,19.908,4.8266928743
"1208",910,19.909,9.2941500577
"1209",911,19.91,6.71794918
"1210",912,19.911,0
"1211",913,19.912,4.3182317899
"1212",914,19.913,9.6423559175
"1213",915,19.914,11.0084075116
"1214",916,19.915,4.6921664703
"1215",917,19.916,10.9162260153
"1216",918,19.917,9.8868375313
"1217",919,19.918,7.802099658
"1218",920,19.919,8.3948826116
"1219",921,19.92,9.7822702965
"1220",922,19.921,6.3427146841
"1221",923,19.922,0
"1222",924,19.923,0
"1223",925,19.924,7.2136789083
"1224",926,19.925,9.3613937646
"1225",927,19.926,9.9680346239
"1226",928,19.927,0
"1227",929,19.928,9.8836336769
"1228",930,19.929,0.636654273799998
"1229",931,19.93,10.6685006968
"1230",932,19.931,1.6222870156
"1231",933,19.932,3.749493925
"1232",934,19.933,1.1227212778
"1233",935,19.934,3.0589860046
"1234",936,19.935,8.8370976472
"1235",937,19.936,5.7176419658
"1236",938,19.937,6.7385536121
"1237",939,19.938,9.4296547458
"1238",940,19.939,8.5351136024
"1239",941,19.94,2.0188265198
"1240",942,19.941,3.378135654
"1241",943,19.942,9.7479970143
"1242",944,19.943,8.2326414191
"1243",945,19.944,0
"1244",946,19.945,0.991532194400001
"1245",947,19.946,7.7682665423
"1246",948,19.947,8.2664557172
"1247",949,19.948,2.377990212
"1248",950,19.949,6.4094459943
"1249",951,19.95,0
"1250",952,19.951,1.9189112226
"1251",953,19.952,5.1797222163
"1252",954,19.953,0
"1253",955,19.954,0
"1254",956,19.955,5.7836830135
"1255",957,19.956,8.1802743838
"1256",958,19.957,0
"1257",959,19.958,9.9500710184
"1258",960,19.959,1.8512986837
"1259",961,19.96,2.1811749415
"1260",962,19.961,7.3601511035
"1261",963,19.962,6.4574260708
"1262",964,19.963,6.2657909974
"1263",965,19.964,0
"1264",966,19.965,0
"1265",967,19.966,8.739441551
"1266",968,19.967,0.256949262699997
"1267",969,19.968,0.146613969299999
"1268",970,19.969,8.7107274311
"1269",971,19.97,9.8342185171
"1270",972,19.971,6.9355657859
"1271",973,19.972,6.9406780824
"1272",974,19.973,5.8978797423
"1273",975,19.974,4.0183738174
"1274",976,19.975,9.936649291
"1275",977,19.976,0.3402828726
"1276",978,19.977,9.2142497126
"1277",979,19.978,10.0146990008
"1278",980,19.979,0
"1279",981,19.98,9.6440246574
"1280",982,19.981,3.8305876414
"1281",983,19.982,2.6573177336
"1282",984,19.983,0
"1283",985,19.984,6.8692754827
"1284",986,19.985,7.9748277417
"1285",987,19.986,8.8844567236
"1286",988,19.987,7.9882529235
"1287",989,19.988,3.7614115379
"1288",990,19.989,8.7126829503
"1289",991,19.99,5.3599951241
"1290",992,19.991,3.0087888694
"1291",993,19.992,6.467339746
"1292",994,19.993,0
"1293",995,19.994,0
"1294",996,19.995,0
"1295",997,19.996,0
"1296",998,19.997,3.3262117893
"1297",999,19.998,9.6546127461
"1298",1000,19.999,8.1015199047
"1299",1001,19.1,0.611655871099998
"1300",1002,19.1001,8.7390169584
"1301",1003,19.1002,9.5725537433
"1302",1004,19.1003,0
"1303",1005,19.1004,8.8156226843
"1304",1006,19.1005,8.0066395208
"1305",1007,19.1006,9.1862715665
"1306",1008,19.1007,4.2293159594
"1307",1009,19.1008,4.2982475156
"1308",1010,19.1009,7.0794851657
"1309",1011,19.101,6.8275329877
"1310",1012,19.1011,4.5327487549
"1311",1013,19.1012,1.3991135597
"1312",1014,19.1013,0
"1313",1015,19.1014,1.291875035
"1314",1016,19.1015,5.7860046907
"1315",1017,19.1016,7.3705893849
"1316",1018,19.1017,8.5641687065
"1317",1019,19.1018,1.6236500724
"1318",1020,19.1019,5.6303544637
"1319",1021,19.102,7.2253514394
"1320",1022,19.1021,8.9389596003
"1321",1023,19.1022,7.1564935616
"1322",1024,19.1023,1.1581783757
"1323",1025,19.1024,1.1397551102
"1324",1026,19.1025,3.8645721398
"1325",1027,19.1026,6.491397603
"1326",1028,19.1027,6.2139704028
"1327",1029,19.1028,7.2482534916
"1328",1030,19.1029,2.1799761724
"1329",1031,19.103,1.5540316204
"1330",1032,19.1031,7.8371450258
"1331",1033,19.1032,8.1424856401
"1332",1034,19.1033,2.8683004469
"1333",1035,19.1034,8.865098338
"1334",1036,19.1035,0
"1335",1037,19.1036,1.2591932746
"1336",1038,19.1037,2.621639495
"1337",1039,19.1038,8.4870870949
"1338",1040,19.1039,2.6633323333
"1339",1041,19.104,9.1610446465
"1340",1042,19.1041,2.5975444302
"1341",1043,19.1042,2.4849161624
"1342",1044,19.1043,2.5927596543
"1343",1045,19.1044,8.832715322
"1344",1046,19.1045,4.0384568818
"1345",1047,19.1046,0
"1346",1048,19.1047,4.1046151963
"1347",1049,19.1048,2.0436673328
"1348",1050,19.1049,2.2123969635
"1349",1051,19.105,6.5890192999
"1350",1052,19.1051,5.6136226747
"1351",1053,19.1052,1.4019482443
"1352",1054,19.1053,3.4567068635
"1353",1055,19.1054,7.2125909514
"1354",1056,19.1055,0
"1355",1057,19.1056,1.6331498592
"1356",1058,19.1057,6.8108819673
"1357",1059,19.1058,4.8769079025
"1358",1060,19.1059,8.5810924702
"1359",1061,19.106,0.758966852900002
"1360",1062,19.1061,0
"1361",1063,19.1062,0.917621331200003
"1362",1064,19.1063,5.2981181447
"1363",1065,19.1064,4.1827833851
"1364",1066,19.1065,0.481680937
"1365",1067,19.1066,8.9166394712
"1366",1068,19.1067,8.2842288058
"1367",1069,19.1068,1.5564352801
"1368",1070,19.1069,6.5114711021
"1369",1071,19.107,4.4138897525
"1370",1072,19.1071,6.9673491794
"1371",1073,19.1072,6.2245582684
"1372",1074,19.1073,8.6336689997
"1373",1075,19.1074,1.5382047624
"1374",1076,19.1075,6.8503400774
"1375",1077,19.1076,2.4406255945
"1376",1078,19.1077,2.2316742615
"1377",1079,19.1078,1.4873663338
"1378",1080,19.1079,3.459519633
"1379",1081,19.108,7.2806298146
"1380",1082,19.1081,0
"1381",1083,19.1082,7.8062462339
"1382",1084,19.1083,8.4260500272
"1383",1085,19.1084,3.9995762714
"1384",1086,19.1085,1.943914348
"1385",1087,19.1086,0
"1386",1088,19.1087,0
"1387",1089,19.1088,2.8342743873
"1388",1090,19.1089,5.8004103532
"1389",1091,19.109,0.203508709600001
"1390",1092,19.1091,4.316615998
"1391",1093,19.1092,2.4260547821
"1392",1094,19.1093,5.7222477109
"1393",1095,19.1094,7.5128852614
"1394",1096,19.1095,2.9172515938
"1395",1097,19.1096,4.4985788128
"1396",1098,19.1097,8.1604488243
"1397",1099,19.1098,5.3261350354
"1398",1100,19.1099,3.8450004226
"1399",1101,19.11,0.833045001499997
"1400",1102,19.1101,8.1692628561
"1401",1103,19.1102,5.2162577141
"1402",1104,19.1103,0.387039321099998
"1403",1105,19.1104,8.2221073574
"1404",1106,19.1105,2.8667608529
"1405",1107,19.1106,3.1062580453
"1406",1108,19.1107,0
"1407",1109,19.1108,0.551701084199998
"1408",1110,19.1109,7.9505255755
"1409",1111,19.111,4.4850391703
"1410",1112,19.1111,0.0052716208000021
"1411",1113,19.1112,0
"1412",1114,19.1113,0
"1413",1115,19.1114,1.5112869432
"1414",1116,19.1115,0
"1415",1117,19.1116,7.8555228991
"1416",1118,19.1117,7.4484686437
"1417",1119,19.1118,5.3876320255
"1418",1120,19.1119,0.366771631799999
"1419",1121,19.112,7.151702434
"1420",1122,19.1121,3.5404299102
"1421",1123,19.1122,7.5927760037
"1422",1124,19.1123,6.8404833751
"1423",1125,19.1124,0
"1424",1126,19.1125,6.4126644899
"1425",1127,19.1126,6.6614831059
"1426",1128,19.1127,0
"1427",1129,19.1128,7.8398463278
"1428",1130,19.1129,5.1049589288
"1429",1131,19.113,3.0137621072
"1430",1132,19.1131,0.3221201944
"1431",1133,19.1132,6.9431906196
"1432",1134,19.1133,2.1648313253
"1433",1135,19.1134,2.2165941769
"1434",1136,19.1135,0
"1435",1137,19.1136,5.0612330678
"1436",1138,19.1137,0
"1437",1139,19.1138,0
"1438",1140,19.1139,5.0700077461
"1439",1141,19.114,0.733149326000003
"1440",1142,19.1141,0
"1441",1143,19.1142,0
"1442",1144,19.1143,2.7267459415
"1443",1145,19.1144,4.3112418772
"1444",1146,19.1145,3.1201501743
"1445",1147,19.1146,5.9957165663
"1446",1148,19.1147,0.591995062499997
"1447",1149,19.1148,1.288107937
"1448",1150,19.1149,4.874819958
"1449",1151,19.115,2.6915490656
"1450",1152,19.1151,5.1522908778
"1451",1153,19.1152,2.1764319722
"1452",1154,19.1153,1.8294622827
"1453",1155,19.1154,5.4432731055
"1454",1156,19.1155,7.3735460667
"1455",1157,19.1156,6.4854419825
"1456",1158,19.1157,2.8636801803
"1457",1159,19.1158,6.8048384937
"1458",1160,19.1159,0
"1459",1161,19.116,4.1580971654
"1460",1162,19.1161,5.3193562487
"1461",1163,19.1162,7.0914415255
"1462",1164,19.1163,0
"1463",1165,19.1164,2.33065061
"1464",1166,19.1165,0
"1465",1167,19.1166,2.6917694605
"1466",1168,19.1167,7.0662396229
"1467",1169,19.1168,0.964767281599997
"1468",1170,19.1169,2.238166563
"1469",1171,19.117,0
"1470",1172,19.1171,4.6570810895
"1471",1173,19.1172,5.5792381436
"1472",1174,19.1173,0
"1473",1175,19.1174,6.2594744691
"1474",1176,19.1175,0
"1475",1177,19.1176,0
"1476",1178,19.1177,0
"1477",1179,19.1178,5.1342066091
"1478",1180,19.1179,5.1173023105
"1479",1181,19.118,2.4256284856
"1480",1182,19.1181,0
"1481",1183,19.1182,0.0782936437000004
"1482",1184,19.1183,0
"1483",1185,19.1184,0
"1484",1186,19.1185,0.744013688300001
"1485",1187,19.1186,6.9828217617
"1486",1188,19.1187,0.0344532655999998
"1487",1189,19.1188,0
"1488",1190,19.1189,3.9177122524
"1489",1191,19.119,3.3967330152
"1490",1192,19.1191,1.4884216872
"1491",1193,19.1192,4.236535504
"1492",1194,19.1193,3.024769733
"1493",1195,19.1194,5.0277964721
"1494",1196,19.1195,3.3494103371
"1495",1197,19.1196,5.7251430002
"1496",1198,19.1197,2.4768549834
"1497",1199,19.1198,3.5951876645
"1498",1200,19.1199,4.9096309324
"1499",1201,19.12,4.7296034058
"1500",1202,19.1201,0
"1501",1203,19.1202,6.2980324366
"1502",1204,19.1203,0
"1503",1205,19.1204,0
"1504",1206,19.1205,0
"1505",1207,19.1206,0
"1506",1208,19.1207,4.4520784138
"1507",1209,19.1208,0
"1508",1210,19.1209,5.1403242979
"1509",1211,19.121,4.8520910563
"1510",1212,19.1211,1.6020839054
"1511",1213,19.1212,0
"1512",1214,19.1213,5.3519965051
"1513",1215,19.1214,1.8325405527
"1514",1216,19.1215,0
"1515",1217,19.1216,5.8174688788
"1516",1218,19.1217,0.9517719993
"1517",1219,19.1218,6.4604898308
"1518",1220,19.1219,0
"1519",1221,19.122,0
"1520",1222,19.1221,0
"1521",1223,19.1222,0
"1522",1224,19.1223,1.1418248936
"1523",1225,19.1224,4.2138561914
"1524",1226,19.1225,5.6866418217
"1525",1227,19.1226,0
"1526",1228,19.1227,6.1877847342
"1527",1229,19.1228,6.2468639396
"1528",1230,19.1229,0
"1529",1231,19.123,2.1978582465
"1530",1232,19.1231,4.4602174238
"1531",1233,19.1232,0
"1532",1234,19.1233,0.101642298100003
"1533",1235,19.1234,5.910351651
"1534",1236,19.1235,0.275513610499999
"1535",1237,19.1236,3.2846491871
"1536",1238,19.1237,5.5547284025
"1537",1239,19.1238,5.5266457379
"1538",1240,19.1239,1.273797148
"1539",1241,19.124,1.414810172
"1540",1242,19.1241,6.5544633498
"1541",1243,19.1242,0
"1542",1244,19.1243,0
"1543",1245,19.1244,1.5400304525
"1544",1246,19.1245,0
"1545",1247,19.1246,0
"1546",1248,19.1247,4.7581737991
"1547",1249,19.1248,5.9956897832
"1548",1250,19.1249,2.2938917803
"1549",1251,19.125,0
"1550",1252,19.1251,0
"1551",1253,19.1252,0
"1552",1254,19.1253,6.0504643912
"1553",1255,19.1254,0
"1554",1256,19.1255,5.1279870083
"1555",1257,19.1256,5.9684980272
"1556",1258,19.1257,3.7425471011
"1557",1259,19.1258,5.4040172638
"1558",1260,19.1259,0
"1559",1261,19.126,2.6919255154
"1560",1262,19.1261,4.8870311852
"1561",1263,19.1262,6.0730548782
"1562",1264,19.1263,3.6386082783
"1563",1265,19.1264,0
"1564",1266,19.1265,0.473383152300002
"1565",1267,19.1266,1.7886366261
"1566",1268,19.1267,1.677793151
"1567",1269,19.1268,0
"1568",1270,19.1269,5.1022617961
"1569",1271,19.127,5.8439653969
"1570",1272,19.1271,0
"1571",1273,19.1272,0
"1572",1274,19.1273,6.0579769022
"1573",1275,19.1274,0
"1574",1276,19.1275,0
"1575",1277,19.1276,2.0727319551
"1576",1278,19.1277,4.4152661167
"1577",1279,19.1278,0.666127019400001
"1578",1280,19.1279,0
"1579",1281,19.128,0
"1580",1282,19.1281,2.3550539449
"1581",1283,19.1282,0
"1582",1284,19.1283,4.1145653463
"1583",1285,19.1284,4.4714410573
"1584",1286,19.1285,4.7173905281
"1585",1287,19.1286,0
"1586",1288,19.1287,0.511941678699998
"1587",1289,19.1288,4.2898473457
"1588",1290,19.1289,0
"1589",1291,19.129,4.4559555374
"1590",1292,19.1291,3.5581386253
"1591",1293,19.1292,0
"1592",1294,19.1293,0
"1593",1295,19.1294,0
"1594",1296,19.1295,1.4534291199
"1595",1297,19.1296,0
"1596",1298,19.1297,1.7382478335
"1597",1299,19.1298,0
"1598",1300,19.1299,0
"1599",1301,19.13,3.1553700536
"1600",1302,19.1301,4.2034856816
"1601",1303,19.1302,5.6452577843
"1602",1304,19.1303,2.4567671974
"1603",1305,19.1304,3.6580745253
"1604",1306,19.1305,0
"1605",1307,19.1306,4.0124561566
"1606",1308,19.1307,0
"1607",1309,19.1308,0
"1608",1310,19.1309,0.224214322199998
"1609",1311,19.131,0
"1610",1312,19.1311,0.129160064399997
"1611",1313,19.1312,3.8080213727
"1612",1314,19.1313,3.733623692
"1613",1315,19.1314,4.700387645
"1614",1316,19.1315,4.9626764372
"1615",1317,19.1316,4.4302967756
"1616",1318,19.1317,0
"1617",1319,19.1318,0
"1618",1320,19.1319,0
"1619",1321,19.132,1.0223615278
"1620",1322,19.1321,0.527170574800003
"1621",1323,19.1322,0
"1622",1324,19.1323,0
"1623",1325,19.1324,0
"1624",1326,19.1325,4.0491725632
"1625",1327,19.1326,0.871881246500003
"1626",1328,19.1327,0.0506884361000033
"1627",1329,19.1328,4.8601958342
"1628",1330,19.1329,4.4902690111
"1629",1331,19.133,0
"1630",1332,19.1331,0.819890745899997
"1631",1333,19.1332,2.3878949769
"1632",1334,19.1333,0
"1633",1335,19.1334,3.325978085
"1634",1336,19.1335,0.499442875200003
"1635",1337,19.1336,2.302738682
"1636",1338,19.1337,0
"1637",1339,19.1338,0
"1638",1340,19.1339,0
"1639",1341,19.134,0.388158229799998
"1640",1342,19.1341,2.4058224938
"1641",1343,19.1342,0
"1642",1344,19.1343,0
"1643",1345,19.1344,0
"1644",1346,19.1345,3.6644950326
"1645",1347,19.1346,0.862442804499999
"1646",1348,19.1347,0
"1647",1349,19.1348,0
"1648",1350,19.1349,0
"1649",1351,19.135,0
"1650",1352,19.1351,0
"1651",1353,19.1352,0
"1652",1354,19.1353,1.2586771594
"1653",1355,19.1354,0
"1654",1356,19.1355,4.8050480366
"1655",1357,19.1356,4.8939658804
"1656",1358,19.1357,0
"1657",1359,19.1358,0
"1658",1360,19.1359,3.7032314837
"1659",1361,19.136,0
"1660",1362,19.1361,0
"1661",1363,19.1362,0
"1662",1364,19.1363,0
"1663",1365,19.1364,3.8187253204
"1664",1366,19.1365,2.1573706006
"1665",1367,19.1366,0.221325735999997
"1666",1368,19.1367,0
"1667",1369,19.1368,0
"1668",1370,19.1369,2.8241820298
"1669",1371,19.137,0
"1670",1372,19.1371,2.7555140725
"1671",1373,19.1372,0
"1672",1374,19.1373,4.537087278
"1673",1375,19.1374,4.5173050164
"1674",1376,19.1375,0
"1675",1377,19.1376,0
"1676",1378,19.1377,1.9190081529
"1677",1379,19.1378,0
"1678",1380,19.1379,0
"1679",1381,19.138,2.7135682499
"1680",1382,19.1381,3.9822892402
"1681",1383,19.1382,0
"1682",1384,19.1383,4.4949463131
"1683",1385,19.1384,3.7571814878
"1684",1386,19.1385,0
"1685",1387,19.1386,0.254589902500001
"1686",1388,19.1387,4.7139612059
"1687",1389,19.1388,0
"1688",1390,19.1389,1.4270815976
"1689",1391,19.139,4.1447976536
"1690",1392,19.1391,3.1938180208
"1691",1393,19.1392,2.6543793056
"1692",1394,19.1393,0.342744010399997
"1693",1395,19.1394,0
"1694",1396,19.1395,0
"1695",1397,19.1396,0
"1696",1398,19.1397,0
"1697",1399,19.1398,0.191969394700003
"1698",1400,19.1399,0
"1699",1401,19.14,0
"1700",1402,19.1401,0
"1701",1403,19.1402,0
"1702",1404,19.1403,4.0502957797
"1703",1405,19.1404,3.527196703
"1704",1406,19.1405,0
"1705",1407,19.1406,0.438551054800001
