"growth.rate","prev.men.15.50","sim.id","xdesign1","xdesign2","conception.alpha_base","formation.hazard.agegapry.baseline"
-0.00183319921857957,0.239175257731959,1,0.262675082073547,0.156737122328486,-2.96957980302349,1.73510568349273
0,0.124045801526718,1,0.262675082073547,0.156737122328486,-2.96957980302349,1.73510568349273
-0.000300903616278151,0.207766990291262,1,0.262675082073547,0.156737122328486,-2.96957980302349,1.73510568349273
-0.000654261977432774,0.130177514792899,1,0.262675082073547,0.156737122328486,-2.96957980302349,1.73510568349273
-0.000959140970838699,0.225548902195609,1,0.262675082073547,0.156737122328486,-2.96957980302349,1.73510568349273
0.00772181766522095,0.270229007633588,2,0.462186452848837,0.320948578554671,-2.49075251316279,1.98142286783201
0.00755014367682637,0.252647503782148,2,0.462186452848837,0.320948578554671,-2.49075251316279,1.98142286783201
0.00865563088543224,0.374631268436578,2,0.462186452848837,0.320948578554671,-2.49075251316279,1.98142286783201
0.0100653428352518,0.37536231884058,2,0.462186452848837,0.320948578554671,-2.49075251316279,1.98142286783201
0.0133101520387328,0.285531370038412,2,0.462186452848837,0.320948578554671,-2.49075251316279,1.98142286783201
0.0416019589713282,0.522292993630573,3,0.915167968363967,0.664925961208064,-1.40359687592648,2.4973889418121
0.0399878457809102,0.385931558935361,3,0.915167968363967,0.664925961208064,-1.40359687592648,2.4973889418121
0.04083456833257,0.531229454306377,3,0.915167968363967,0.664925961208064,-1.40359687592648,2.4973889418121
0.0414275908783074,0.538511749347259,3,0.915167968363967,0.664925961208064,-1.40359687592648,2.4973889418121
0.0429754358887585,0.542983565107459,3,0.915167968363967,0.664925961208064,-1.40359687592648,2.4973889418121
-0.00477050924023291,0.261083743842365,4,0.0926895059202798,0.574615518406499,-3.37754518579133,2.36192327760975
-0.00438694571540034,0.232876712328767,4,0.0926895059202798,0.574615518406499,-3.37754518579133,2.36192327760975
-0.00416908044695255,0.274553571428571,4,0.0926895059202798,0.574615518406499,-3.37754518579133,2.36192327760975
-0.00330699012522725,0.111353711790393,4,0.0926895059202798,0.574615518406499,-3.37754518579133,2.36192327760975
-0.00256466471937753,0.363013698630137,4,0.0926895059202798,0.574615518406499,-3.37754518579133,2.36192327760975
0.0138436936867589,0.261034047919294,5,0.541811683273409,0.313752165308688,-2.29965196014382,1.97062824796303
