"growth.rate","inc.men.20.25","inc.wom.20.25","prev.men.25.30","prev.wom.25.30","prev.men.30.35","prev.wom.30.35","ART.cov.men.18.50","ART.cov.wom.18.50","median.wom.18.50.AD","sim.id","xdesign1","xdesign2","xdesign3","xdesign4","xdesign5","xdesign6","xdesign7","xdesign8","xdesign9","xdesign10","xdesign11","xdesign12","xdesign13","xdesign14","xdesign15","conception.alpha_base","person.art.accept.threshold.dist.fixed.value","person.eagerness.man.dist.gamma.a","person.eagerness.man.dist.gamma.b","person.eagerness.woman.dist.gamma.a","person.eagerness.woman.dist.gamma.b","formation.hazard.agegapry.numrel_man","formation.hazard.agegapry.numrel_woman","formation.hazard.agegapry.eagerness_diff","formation.hazard.agegapry.gap_factor_man_exp","formation.hazard.agegapry.gap_factor_woman_exp","person.agegap.man.dist.normal.mu","person.agegap.woman.dist.normal.mu","person.agegap.man.dist.normal.sigma","person.agegap.woman.dist.normal.sigma"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.593765744716239,0.921449225334451,0.586090603528079,0.279172688183996,0.905551165817771,0.166276872680988,0.898356911301458,0.87082364984819,0.358912324061928,0.979219534553743,0.953940075944488,0.374113121504119,0.342124645278013,0.750484073659871,0.452568154315309,-2.01246851056752,0.860724612667225,1.3619177845865,38.3751806455199,1.7772165155631,34.9883061804296,-0.242300324177959,-0.280846890212533,-0.0384652605562843,-0.422858511990883,-0.450665916461063,3.49645248601648,3.36849858111205,1.75048407365987,1.45256815431531
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.593765744716239,0.921449225334451,0.586090603528079,0.279172688183996,0.905551165817771,0.166276872680988,0.898356911301458,0.87082364984819,0.358912324061928,0.979219534553743,0.953940075944488,0.374113121504119,0.342124645278013,0.750484073659871,0.452568154315309,-2.01246851056752,0.860724612667225,1.3619177845865,38.3751806455199,1.7772165155631,34.9883061804296,-0.242300324177959,-0.280846890212533,-0.0384652605562843,-0.422858511990883,-0.450665916461063,3.49645248601648,3.36849858111205,1.75048407365987,1.45256815431531
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.593765744716239,0.921449225334451,0.586090603528079,0.279172688183996,0.905551165817771,0.166276872680988,0.898356911301458,0.87082364984819,0.358912324061928,0.979219534553743,0.953940075944488,0.374113121504119,0.342124645278013,0.750484073659871,0.452568154315309,-2.01246851056752,0.860724612667225,1.3619177845865,38.3751806455199,1.7772165155631,34.9883061804296,-0.242300324177959,-0.280846890212533,-0.0384652605562843,-0.422858511990883,-0.450665916461063,3.49645248601648,3.36849858111205,1.75048407365987,1.45256815431531
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.593765744716239,0.921449225334451,0.586090603528079,0.279172688183996,0.905551165817771,0.166276872680988,0.898356911301458,0.87082364984819,0.358912324061928,0.979219534553743,0.953940075944488,0.374113121504119,0.342124645278013,0.750484073659871,0.452568154315309,-2.01246851056752,0.860724612667225,1.3619177845865,38.3751806455199,1.7772165155631,34.9883061804296,-0.242300324177959,-0.280846890212533,-0.0384652605562843,-0.422858511990883,-0.450665916461063,3.49645248601648,3.36849858111205,1.75048407365987,1.45256815431531
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.593765744716239,0.921449225334451,0.586090603528079,0.279172688183996,0.905551165817771,0.166276872680988,0.898356911301458,0.87082364984819,0.358912324061928,0.979219534553743,0.953940075944488,0.374113121504119,0.342124645278013,0.750484073659871,0.452568154315309,-2.01246851056752,0.860724612667225,1.3619177845865,38.3751806455199,1.7772165155631,34.9883061804296,-0.242300324177959,-0.280846890212533,-0.0384652605562843,-0.422858511990883,-0.450665916461063,3.49645248601648,3.36849858111205,1.75048407365987,1.45256815431531
0.0369974635269779,0.125593045858463,0.00712179038764789,0.717687074829932,0.566265060240964,0.79020979020979,0.482758620689655,0.257274119448698,0.32516339869281,7.3171160176,2,0.873564589040664,0.318373031090945,0.841897657377024,0.247549790447578,0.924093135645458,0.681427314250109,0.470075187596958,0.520336748893683,0.820776285774385,0.368283775359082,0.795873448840808,0.613780885320622,0.273982049679694,0.0351555383640031,0.442237761165171,-1.45287082191867,0.559186515545472,1.69446695459013,37.4264937134273,1.80132107633909,50.4428194275033,-0.841894737364259,-0.771528551548844,-0.0107534228535369,-1.09488784710501,-0.624539206275111,4.45512354128249,3.09592819871878,1.035155538364,1.44223776116517
0.0386943813010498,0.0915490506696701,0.00506535381957244,0.691029900332226,0.569620253164557,0.696629213483146,0.487437185929648,0.238897396630934,0.324534161490683,7.2550632538,2,0.873564589040664,0.318373031090945,0.841897657377024,0.247549790447578,0.924093135645458,0.681427314250109,0.470075187596958,0.520336748893683,0.820776285774385,0.368283775359082,0.795873448840808,0.613780885320622,0.273982049679694,0.0351555383640031,0.442237761165171,-1.45287082191867,0.559186515545472,1.69446695459013,37.4264937134273,1.80132107633909,50.4428194275033,-0.841894737364259,-0.771528551548844,-0.0107534228535369,-1.09488784710501,-0.624539206275111,4.45512354128249,3.09592819871878,1.035155538364,1.44223776116517
0.0376463399044382,0.102988972280418,0.0115406817286216,0.660130718954248,0.530612244897959,0.756613756613757,0.560509554140127,0.221884498480243,0.305732484076433,7.3454508799,2,0.873564589040664,0.318373031090945,0.841897657377024,0.247549790447578,0.924093135645458,0.681427314250109,0.470075187596958,0.520336748893683,0.820776285774385,0.368283775359082,0.795873448840808,0.613780885320622,0.273982049679694,0.0351555383640031,0.442237761165171,-1.45287082191867,0.559186515545472,1.69446695459013,37.4264937134273,1.80132107633909,50.4428194275033,-0.841894737364259,-0.771528551548844,-0.0107534228535369,-1.09488784710501,-0.624539206275111,4.45512354128249,3.09592819871878,1.035155538364,1.44223776116517
0.0383166213407047,0.119142843038986,0.00300528792152173,0.690625,0.53169014084507,0.805714285714286,0.53125,0.213578500707214,0.311111111111111,7.36293615375,2,0.873564589040664,0.318373031090945,0.841897657377024,0.247549790447578,0.924093135645458,0.681427314250109,0.470075187596958,0.520336748893683,0.820776285774385,0.368283775359082,0.795873448840808,0.613780885320622,0.273982049679694,0.0351555383640031,0.442237761165171,-1.45287082191867,0.559186515545472,1.69446695459013,37.4264937134273,1.80132107633909,50.4428194275033,-0.841894737364259,-0.771528551548844,-0.0107534228535369,-1.09488784710501,-0.624539206275111,4.45512354128249,3.09592819871878,1.035155538364,1.44223776116517
0.0374235220301739,0.0921089752963092,0.00698770599951144,0.67524115755627,0.549019607843137,0.759162303664921,0.508021390374332,0.231707317073171,0.317195325542571,7.1372724491,2,0.873564589040664,0.318373031090945,0.841897657377024,0.247549790447578,0.924093135645458,0.681427314250109,0.470075187596958,0.520336748893683,0.820776285774385,0.368283775359082,0.795873448840808,0.613780885320622,0.273982049679694,0.0351555383640031,0.442237761165171,-1.45287082191867,0.559186515545472,1.69446695459013,37.4264937134273,1.80132107633909,50.4428194275033,-0.841894737364259,-0.771528551548844,-0.0107534228535369,-1.09488784710501,-0.624539206275111,4.45512354128249,3.09592819871878,1.035155538364,1.44223776116517
-0.00606771767022624,0.0404856375500875,0,0.422222222222222,0.5875,0.481481481481481,0.439024390243902,0.242857142857143,0.284916201117318,6.3875845416,3,0.325152328349495,0.552612193729728,0.0429316388663525,0.155129921463939,0.965196383363257,0.000305002837131421,0.907827974023763,0.746677351046043,0.708647679445955,0.766450799956297,0.831425294094409,0.678617644833867,0.0515436498476192,0.230001885152577,0.168788667369634,-2.54969534330101,0.676306096864864,0.655811130526258,34.6538976439182,1.85475529837223,30.0091500851139,-0.229040836366732,-0.45465170853554,-0.0174811392332427,-0.656904120048073,-0.585432176496151,4.71447057933547,2.20617459939048,1.23000188515258,1.16878866736963
-0.00865044123661861,0.0320715445209677,0,0.460526315789474,0.5,0.512820512820513,0.428571428571429,0.274809160305344,0.36,6.07161129465,3,0.325152328349495,0.552612193729728,0.0429316388663525,0.155129921463939,0.965196383363257,0.000305002837131421,0.907827974023763,0.746677351046043,0.708647679445955,0.766450799956297,0.831425294094409,0.678617644833867,0.0515436498476192,0.230001885152577,0.168788667369634,-2.54969534330101,0.676306096864864,0.655811130526258,34.6538976439182,1.85475529837223,30.0091500851139,-0.229040836366732,-0.45465170853554,-0.0174811392332427,-0.656904120048073,-0.585432176496151,4.71447057933547,2.20617459939048,1.23000188515258,1.16878866736963
-0.00687737392365774,0.0149683954732993,0.0109673755825641,0.404761904761905,0.469135802469136,0.510204081632653,0.382978723404255,0.387323943661972,0.310344827586207,5.4793861304,3,0.325152328349495,0.552612193729728,0.0429316388663525,0.155129921463939,0.965196383363257,0.000305002837131421,0.907827974023763,0.746677351046043,0.708647679445955,0.766450799956297,0.831425294094409,0.678617644833867,0.0515436498476192,0.230001885152577,0.168788667369634,-2.54969534330101,0.676306096864864,0.655811130526258,34.6538976439182,1.85475529837223,30.0091500851139,-0.229040836366732,-0.45465170853554,-0.0174811392332427,-0.656904120048073,-0.585432176496151,4.71447057933547,2.20617459939048,1.23000188515258,1.16878866736963
-0.00512952127350093,0.0212503856606431,0.0145806736115835,0.291666666666667,0.571428571428571,0.476923076923077,0.490566037735849,0.213114754098361,0.295454545454545,5.7992195831,3,0.325152328349495,0.552612193729728,0.0429316388663525,0.155129921463939,0.965196383363257,0.000305002837131421,0.907827974023763,0.746677351046043,0.708647679445955,0.766450799956297,0.831425294094409,0.678617644833867,0.0515436498476192,0.230001885152577,0.168788667369634,-2.54969534330101,0.676306096864864,0.655811130526258,34.6538976439182,1.85475529837223,30.0091500851139,-0.229040836366732,-0.45465170853554,-0.0174811392332427,-0.656904120048073,-0.585432176496151,4.71447057933547,2.20617459939048,1.23000188515258,1.16878866736963
-0.00542282503908934,0.0314777674036915,0,0.347222222222222,0.546875,0.42,0.476190476190476,0.248,0.312101910828025,5.8458254102,3,0.325152328349495,0.552612193729728,0.0429316388663525,0.155129921463939,0.965196383363257,0.000305002837131421,0.907827974023763,0.746677351046043,0.708647679445955,0.766450799956297,0.831425294094409,0.678617644833867,0.0515436498476192,0.230001885152577,0.168788667369634,-2.54969534330101,0.676306096864864,0.655811130526258,34.6538976439182,1.85475529837223,30.0091500851139,-0.229040836366732,-0.45465170853554,-0.0174811392332427,-0.656904120048073,-0.585432176496151,4.71447057933547,2.20617459939048,1.23000188515258,1.16878866736963
-0.00947666585634084,0.0102087428686959,0,0.228070175438596,0.283333333333333,0.342105263157895,0.351351351351351,0.225352112676056,0.313953488372093,7.47610179435,4,0.308159036767514,0.276785768252797,0.0382570061573448,0.265035504031926,0.741905335806465,0.171202008663987,0.088030688235381,0.246842036020942,0.511685183776698,0.84909838766139,0.496089884692027,0.280354864812301,0.732655007172997,0.437294433684399,0.10346127882693,-2.58368192646497,0.538392884126399,0.649734108004548,37.9510651209578,1.56447693654841,35.1360602599196,-1.37675703647047,-1.15442114957068,-0.0292988889733981,-0.565991773572471,-0.95430112683877,3.1214194592492,4.93062002869199,1.4372944336844,1.10346127882693
-0.008056837930535,0.00512219452094923,0,0.115384615384615,0.11864406779661,0.132075471698113,0.175,0.106382978723404,0.262295081967213,7.5277837102,4,0.308159036767514,0.276785768252797,0.0382570061573448,0.265035504031926,0.741905335806465,0.171202008663987,0.088030688235381,0.246842036020942,0.511685183776698,0.84909838766139,0.496089884692027,0.280354864812301,0.732655007172997,0.437294433684399,0.10346127882693,-2.58368192646497,0.538392884126399,0.649734108004548,37.9510651209578,1.56447693654841,35.1360602599196,-1.37675703647047,-1.15442114957068,-0.0292988889733981,-0.565991773572471,-0.95430112683877,3.1214194592492,4.93062002869199,1.4372944336844,1.10346127882693
-0.00907810669046599,0.00512434617292385,0.0101993859777864,0.111111111111111,0.241935483870968,0.153846153846154,0.243243243243243,0.290909090909091,0.2875,7.274827432,4,0.308159036767514,0.276785768252797,0.0382570061573448,0.265035504031926,0.741905335806465,0.171202008663987,0.088030688235381,0.246842036020942,0.511685183776698,0.84909838766139,0.496089884692027,0.280354864812301,0.732655007172997,0.437294433684399,0.10346127882693,-2.58368192646497,0.538392884126399,0.649734108004548,37.9510651209578,1.56447693654841,35.1360602599196,-1.37675703647047,-1.15442114957068,-0.0292988889733981,-0.565991773572471,-0.95430112683877,3.1214194592492,4.93062002869199,1.4372944336844,1.10346127882693
-0.00847438417098329,0,0,NA,NA,0,0.0526315789473684,0.428571428571429,0.321428571428571,7.5195348752,4,0.308159036767514,0.276785768252797,0.0382570061573448,0.265035504031926,0.741905335806465,0.171202008663987,0.088030688235381,0.246842036020942,0.511685183776698,0.84909838766139,0.496089884692027,0.280354864812301,0.732655007172997,0.437294433684399,0.10346127882693,-2.58368192646497,0.538392884126399,0.649734108004548,37.9510651209578,1.56447693654841,35.1360602599196,-1.37675703647047,-1.15442114957068,-0.0292988889733981,-0.565991773572471,-0.95430112683877,3.1214194592492,4.93062002869199,1.4372944336844,1.10346127882693
-0.0125012637649508,0,0,0.0344827586206897,0.26,0.176470588235294,0.4,0.210526315789474,0.274509803921569,7.5004292152,4,0.308159036767514,0.276785768252797,0.0382570061573448,0.265035504031926,0.741905335806465,0.171202008663987,0.088030688235381,0.246842036020942,0.511685183776698,0.84909838766139,0.496089884692027,0.280354864812301,0.732655007172997,0.437294433684399,0.10346127882693,-2.58368192646497,0.538392884126399,0.649734108004548,37.9510651209578,1.56447693654841,35.1360602599196,-1.37675703647047,-1.15442114957068,-0.0292988889733981,-0.565991773572471,-0.95430112683877,3.1214194592492,4.93062002869199,1.4372944336844,1.10346127882693
0.0314153172912529,0.0673174626915871,0.0412467920157268,0.468864468864469,0.933673469387755,0.524861878453039,0.792307692307692,0.188264058679707,0.309219858156028,7.156975007,5,0.714082776493703,0.299298670319219,0.937855864339353,0.633344072187319,0.127328348344502,0.408880741863977,0.550561565073362,0.24334175928946,0.892675356492711,0.234906608144287,0.635081303583924,0.0964013144196942,0.817881661047383,0.629714680988186,0.284936414066857,-1.77183444701259,0.54964933515961,1.81921262364116,49.0003221656196,0.765526852847853,42.2664222559193,-0.729213808897293,-1.15932153699476,-0.00643947861043737,-1.24160273104128,-0.801410566057684,2.38560525767878,5.27152664418953,1.62971468098819,1.28493641406686
