"growth.rate","median.AD","Q1.AD","Q3.AD","prev.men.15.25","prev.men.25.50","ART.cov.15.50","incid.wom.15.30","frac.degreeGT1.wom.15.30","mean.degree","median.degree","Q1.degree","Q3.degree","sim.id","xdesign1","xdesign2","xdesign3","xdesign4","xdesign5","xdesign6","xdesign7","xdesign8","xdesign9","xdesign10","person.eagerness.man.dist.gamma.a","person.eagerness.man.dist.gamma.b","conception.alpha_base","formation.hazard.agegapry.numrel_man","formation.hazard.agegapry.eagerness_diff","formation.hazard.agegapry.gap_factor_man_exp","person.agegap.man.dist.normal.mu","person.agegap.woman.dist.normal.mu","person.agegap.man.dist.normal.sigma","person.agegap.woman.dist.normal.sigma","person.eagerness.woman.dist.gamma.a","person.eagerness.woman.dist.gamma.b","formation.hazard.agegapry.numrel_woman","formation.hazard.agegapry.gap_factor_woman_exp"
0.0435861048070459,2.9700235241,1.113,4.736,0.263392857142857,0.371007371007371,0.214788732394366,0.0466418972777453,0.467336683417085,1.79899497487437,1,1,2,3,0.462735371692572,0.948170596547658,0.894133624097332,0.057352853464894,0.262829446365824,0.71272777071083,0.0342034243873786,0.386473515579244,0.228172015830642,0.825076692567673,0.979197206215886,57.1493828101212,-1.4540793021664,-1.41970600514915,-0.0737170553634176,-0.715999452218087,0.136813697549514,1.54589406231698,0.842258023745962,1.73761503885151,0.979197206215886,57.1493828101212,-1.41970600514915,-0.715999452218087
0.0454275569224963,2.83518696875,0.8946,4.613,0.279116465863454,0.459183673469388,0.220700152207002,0.0577579591341005,0.494565217391304,2.01630434782609,1,1,3,3,0.462735371692572,0.948170596547658,0.894133624097332,0.057352853464894,0.262829446365824,0.71272777071083,0.0342034243873786,0.386473515579244,0.228172015830642,0.825076692567673,0.979197206215886,57.1493828101212,-1.4540793021664,-1.41970600514915,-0.0737170553634176,-0.715999452218087,0.136813697549514,1.54589406231698,0.842258023745962,1.73761503885151,0.979197206215886,57.1493828101212,-1.41970600514915,-0.715999452218087
0.04407542500906,2.9787133756,1.019,4.775,0.308612440191388,0.403263403263403,0.213292117465224,0.053127116869207,0.508670520231214,1.97109826589595,2,1,3,3,0.462735371692572,0.948170596547658,0.894133624097332,0.057352853464894,0.262829446365824,0.71272777071083,0.0342034243873786,0.386473515579244,0.228172015830642,0.825076692567673,0.979197206215886,57.1493828101212,-1.4540793021664,-1.41970600514915,-0.0737170553634176,-0.715999452218087,0.136813697549514,1.54589406231698,0.842258023745962,1.73761503885151,0.979197206215886,57.1493828101212,-1.41970600514915,-0.715999452218087
0.0457905250663296,2.7666254277,1.006,4.501,0.286274509803922,0.417874396135266,0.202786377708978,0.0552724112145584,0.47,1.945,1,1,3,3,0.462735371692572,0.948170596547658,0.894133624097332,0.057352853464894,0.262829446365824,0.71272777071083,0.0342034243873786,0.386473515579244,0.228172015830642,0.825076692567673,0.979197206215886,57.1493828101212,-1.4540793021664,-1.41970600514915,-0.0737170553634176,-0.715999452218087,0.136813697549514,1.54589406231698,0.842258023745962,1.73761503885151,0.979197206215886,57.1493828101212,-1.41970600514915,-0.715999452218087
0.0444879545701425,2.8920362423,0.9786,4.707,0.311340206185567,0.378823529411765,0.20625,0.0583964362861744,0.46927374301676,1.7877094972067,1,1,2,3,0.462735371692572,0.948170596547658,0.894133624097332,0.057352853464894,0.262829446365824,0.71272777071083,0.0342034243873786,0.386473515579244,0.228172015830642,0.825076692567673,0.979197206215886,57.1493828101212,-1.4540793021664,-1.41970600514915,-0.0737170553634176,-0.715999452218087,0.136813697549514,1.54589406231698,0.842258023745962,1.73761503885151,0.979197206215886,57.1493828101212,-1.41970600514915,-0.715999452218087
0.0427501741838949,3.4247422578,1.432,5.261,0.165841584158416,0.339285714285714,0.122222222222222,0.102057905903979,0.70049504950495,2.91336633663366,2,1,4,4,0.720111299667275,0.310625107257627,0.833799352577189,0.2714778561329,0.732812373955268,0.970343963527354,0.284020601011813,0.447947992831469,0.436842057133792,0.541535500284517,1.46821146936782,22.0843808991695,-1.59888155381475,-1.11993100141394,-0.0267187626044732,-0.432621640119911,1.13608240404725,1.79179197132587,1.15526308570069,1.31230325042678,1.46821146936782,22.0843808991695,-1.11993100141394,-0.432621640119911
0.0421043564637029,3.2097425396,1.243,5.059,0.290322580645161,0.571794871794872,0.165137614678899,0.123673120777732,0.561855670103093,2.05154639175258,2,1,3,4,0.720111299667275,0.310625107257627,0.833799352577189,0.2714778561329,0.732812373955268,0.970343963527354,0.284020601011813,0.447947992831469,0.436842057133792,0.541535500284517,1.46821146936782,22.0843808991695,-1.59888155381475,-1.11993100141394,-0.0267187626044732,-0.432621640119911,1.13608240404725,1.79179197132587,1.15526308570069,1.31230325042678,1.46821146936782,22.0843808991695,-1.11993100141394,-0.432621640119911
0.0414747422815837,3.1608938842,1.283,5.078,0.269230769230769,0.590673575129534,0.205683355886333,0.108628727523806,0.534591194968553,2.0125786163522,2,1,3,4,0.720111299667275,0.310625107257627,0.833799352577189,0.2714778561329,0.732812373955268,0.970343963527354,0.284020601011813,0.447947992831469,0.436842057133792,0.541535500284517,1.46821146936782,22.0843808991695,-1.59888155381475,-1.11993100141394,-0.0267187626044732,-0.432621640119911,1.13608240404725,1.79179197132587,1.15526308570069,1.31230325042678,1.46821146936782,22.0843808991695,-1.11993100141394,-0.432621640119911
0.0403506841191977,3.3082106346,1.532,5.053,0.296482412060302,0.536111111111111,0.185507246376812,0.117343301141645,0.563106796116505,2.06796116504854,2,1,3,4,0.720111299667275,0.310625107257627,0.833799352577189,0.2714778561329,0.732812373955268,0.970343963527354,0.284020601011813,0.447947992831469,0.436842057133792,0.541535500284517,1.46821146936782,22.0843808991695,-1.59888155381475,-1.11993100141394,-0.0267187626044732,-0.432621640119911,1.13608240404725,1.79179197132587,1.15526308570069,1.31230325042678,1.46821146936782,22.0843808991695,-1.11993100141394,-0.432621640119911
0.0402209433090517,3.29933914845,1.314,5.137,0.303240740740741,0.588571428571429,0.19047619047619,0.110876640806341,0.497109826589595,1.89017341040462,1,1,2,4,0.720111299667275,0.310625107257627,0.833799352577189,0.2714778561329,0.732812373955268,0.970343963527354,0.284020601011813,0.447947992831469,0.436842057133792,0.541535500284517,1.46821146936782,22.0843808991695,-1.59888155381475,-1.11993100141394,-0.0267187626044732,-0.432621640119911,1.13608240404725,1.79179197132587,1.15526308570069,1.31230325042678,1.46821146936782,22.0843808991695,-1.11993100141394,-0.432621640119911
-0.0204677600883823,NA,NA,NA,0,0.00826446280991736,0,0,NA,NA,NA,NA,NA,5,0.51204665461788,0.0719473042762838,0.254014990726253,0.810545413132058,0.897805106687359,0.904144011767581,0.818071920660324,0.500601786430227,0.807536416512681,0.528595914869569,1.07288864377397,8.95710173519561,-2.99036402225699,-0.365236421615118,-0.0102194893312641,-0.505441587055661,3.2722876826413,2.00240714572091,1.71130462476902,1.29289387230435,1.07288864377397,8.95710173519561,-0.365236421615118,-0.505441587055661
-0.0185584356187679,5.0533646422,4.424,6.781,0,0.0338983050847458,0.272727272727273,0,0.125,NA,NA,NA,NA,5,0.51204665461788,0.0719473042762838,0.254014990726253,0.810545413132058,0.897805106687359,0.904144011767581,0.818071920660324,0.500601786430227,0.807536416512681,0.528595914869569,1.07288864377397,8.95710173519561,-2.99036402225699,-0.365236421615118,-0.0102194893312641,-0.505441587055661,3.2722876826413,2.00240714572091,1.71130462476902,1.29289387230435,1.07288864377397,8.95710173519561,-0.365236421615118,-0.505441587055661
-0.0210992517573632,11.32697016165,10.07,12.24,0,0.0104166666666667,0.3,0,0.5,NA,NA,NA,NA,5,0.51204665461788,0.0719473042762838,0.254014990726253,0.810545413132058,0.897805106687359,0.904144011767581,0.818071920660324,0.500601786430227,0.807536416512681,0.528595914869569,1.07288864377397,8.95710173519561,-2.99036402225699,-0.365236421615118,-0.0102194893312641,-0.505441587055661,3.2722876826413,2.00240714572091,1.71130462476902,1.29289387230435,1.07288864377397,8.95710173519561,-0.365236421615118,-0.505441587055661
-0.0189821745766123,6.06952757705,5.479,6.515,0,0.00757575757575758,0.333333333333333,0,0.428571428571429,NA,NA,NA,NA,5,0.51204665461788,0.0719473042762838,0.254014990726253,0.810545413132058,0.897805106687359,0.904144011767581,0.818071920660324,0.500601786430227,0.807536416512681,0.528595914869569,1.07288864377397,8.95710173519561,-2.99036402225699,-0.365236421615118,-0.0102194893312641,-0.505441587055661,3.2722876826413,2.00240714572091,1.71130462476902,1.29289387230435,1.07288864377397,8.95710173519561,-0.365236421615118,-0.505441587055661
-0.0199626924054443,11.148677176,9.251,11.52,0,0.0161290322580645,0.5,0,0.285714285714286,NA,NA,NA,NA,5,0.51204665461788,0.0719473042762838,0.254014990726253,0.810545413132058,0.897805106687359,0.904144011767581,0.818071920660324,0.500601786430227,0.807536416512681,0.528595914869569,1.07288864377397,8.95710173519561,-2.99036402225699,-0.365236421615118,-0.0102194893312641,-0.505441587055661,3.2722876826413,2.00240714572091,1.71130462476902,1.29289387230435,1.07288864377397,8.95710173519561,-0.365236421615118,-0.505441587055661
-0.0110014138219446,4.3136832765,2.637,6.205,0.0317460317460317,0.218045112781955,0.280487804878049,0.0398895897237324,0.724137931034483,2.31034482758621,2,1,3,6,0.898130910312291,0.541932508736383,0.127705405939836,0.196878387146862,0.406385928065516,0.0761385575197637,0.529569371455349,0.112608251915313,0.143510987811256,0.0594717959531117,1.80644872959335,34.8062879805011,-3.29350702574439,-1.22437025799439,-0.0593614071934484,-1.41624758672826,2.1182774858214,0.450433007661253,0.715266481716884,0.589207693929668,1.80644872959335,34.8062879805011,-1.22437025799439,-1.41624758672826
-0.0108852246120309,3.23144824895,1.815,5.341,0.25,0.325925925925926,0.240875912408759,0.0827712303588053,0.541666666666667,1.83333333333333,2,1,2.25,6,0.898130910312291,0.541932508736383,0.127705405939836,0.196878387146862,0.406385928065516,0.0761385575197637,0.529569371455349,0.112608251915313,0.143510987811256,0.0594717959531117,1.80644872959335,34.8062879805011,-3.29350702574439,-1.22437025799439,-0.0593614071934484,-1.41624758672826,2.1182774858214,0.450433007661253,0.715266481716884,0.589207693929668,1.80644872959335,34.8062879805011,-1.22437025799439,-1.41624758672826
-0.0121940087708749,4.2491863419,2.149,6.226,0,0.29126213592233,0.263157894736842,0.00914575769090746,0.545454545454545,2.24242424242424,2,1,3,6,0.898130910312291,0.541932508736383,0.127705405939836,0.196878387146862,0.406385928065516,0.0761385575197637,0.529569371455349,0.112608251915313,0.143510987811256,0.0594717959531117,1.80644872959335,34.8062879805011,-3.29350702574439,-1.22437025799439,-0.0593614071934484,-1.41624758672826,2.1182774858214,0.450433007661253,0.715266481716884,0.589207693929668,1.80644872959335,34.8062879805011,-1.22437025799439,-1.41624758672826
-0.00884554687390815,3.59540775945,2.316,5.698,0.103448275862069,0.203703703703704,0.15,0.0748785232013404,0.642857142857143,2.42857142857143,2,1,4,6,0.898130910312291,0.541932508736383,0.127705405939836,0.196878387146862,0.406385928065516,0.0761385575197637,0.529569371455349,0.112608251915313,0.143510987811256,0.0594717959531117,1.80644872959335,34.8062879805011,-3.29350702574439,-1.22437025799439,-0.0593614071934484,-1.41624758672826,2.1182774858214,0.450433007661253,0.715266481716884,0.589207693929668,1.80644872959335,34.8062879805011,-1.22437025799439,-1.41624758672826
-0.0110402638686129,3.41211857475,1.878,5.658,0.0972222222222222,0.251851851851852,0.191489361702128,0.0584558945862281,0.533333333333333,2,2,1,2,6,0.898130910312291,0.541932508736383,0.127705405939836,0.196878387146862,0.406385928065516,0.0761385575197637,0.529569371455349,0.112608251915313,0.143510987811256,0.0594717959531117,1.80644872959335,34.8062879805011,-3.29350702574439,-1.22437025799439,-0.0593614071934484,-1.41624758672826,2.1182774858214,0.450433007661253,0.715266481716884,0.589207693929668,1.80644872959335,34.8062879805011,-1.22437025799439,-1.41624758672826
0.017811487289808,3.67637380235,1.632,5.461,0.567099567099567,0.808823529411765,0.221476510067114,0.170719151035044,0.454545454545455,1.95454545454545,1,1,2,7,0.959880956365261,0.596566635031952,0.120487513917498,0.81704233231605,0.162855607396457,0.540845946103567,0.025953908217838,0.756267150643282,0.656758458089549,0.0604165604414884,1.923773817094,37.8111649267573,-3.310829966598,-0.35614073475753,-0.0837144392603543,-0.905069459286076,0.103815632871352,3.02506860257313,1.48513768713432,0.590624840662233,1.923773817094,37.8111649267573,-0.35614073475753,-0.905069459286076
0.0199151472232044,3.804817179,1.69,5.534,0.595918367346939,0.790697674418605,0.24251497005988,0.183468246554777,0.625,2.41666666666667,2,1,3,7,0.959880956365261,0.596566635031952,0.120487513917498,0.81704233231605,0.162855607396457,0.540845946103567,0.025953908217838,0.756267150643282,0.656758458089549,0.0604165604414884,1.923773817094,37.8111649267573,-3.310829966598,-0.35614073475753,-0.0837144392603543,-0.905069459286076,0.103815632871352,3.02506860257313,1.48513768713432,0.590624840662233,1.923773817094,37.8111649267573,-0.35614073475753,-0.905069459286076
0.0192295466708986,3.75387100245,1.557,5.617,0.602739726027397,0.82741116751269,0.208538587848933,0.168700247306325,0.571428571428571,2.5,2,1,3,7,0.959880956365261,0.596566635031952,0.120487513917498,0.81704233231605,0.162855607396457,0.540845946103567,0.025953908217838,0.756267150643282,0.656758458089549,0.0604165604414884,1.923773817094,37.8111649267573,-3.310829966598,-0.35614073475753,-0.0837144392603543,-0.905069459286076,0.103815632871352,3.02506860257313,1.48513768713432,0.590624840662233,1.923773817094,37.8111649267573,-0.35614073475753,-0.905069459286076
0.0175774377853278,3.65524886545,1.405,5.463,0.612903225806452,0.792746113989637,0.245791245791246,0.141087942271511,0.434782608695652,1.65217391304348,1,1,2,7,0.959880956365261,0.596566635031952,0.120487513917498,0.81704233231605,0.162855607396457,0.540845946103567,0.025953908217838,0.756267150643282,0.656758458089549,0.0604165604414884,1.923773817094,37.8111649267573,-3.310829966598,-0.35614073475753,-0.0837144392603543,-0.905069459286076,0.103815632871352,3.02506860257313,1.48513768713432,0.590624840662233,1.923773817094,37.8111649267573,-0.35614073475753,-0.905069459286076
0.0169000255431244,3.81854778555,1.72,5.526,0.53125,0.774869109947644,0.25531914893617,0.123669212916169,0.263157894736842,1.52631578947368,1,1,1.5,7,0.959880956365261,0.596566635031952,0.120487513917498,0.81704233231605,0.162855607396457,0.540845946103567,0.025953908217838,0.756267150643282,0.656758458089549,0.0604165604414884,1.923773817094,37.8111649267573,-3.310829966598,-0.35614073475753,-0.0837144392603543,-0.905069459286076,0.103815632871352,3.02506860257313,1.48513768713432,0.590624840662233,1.923773817094,37.8111649267573,-0.35614073475753,-0.905069459286076
-0.0265329125981103,NA,NA,NA,NA,0.0192307692307692,0.333333333333333,0,NA,NA,NA,NA,NA,8,0.552839725489495,0.0207312443216797,0.0239691146975383,0.474995355430292,0.0357146235972177,0.493571411172394,0.915559228124563,0.450643633555854,0.232252849725075,0.466598704583477,1.15039547843004,6.14021843769238,-3.54247412472591,-0.835006502397591,-0.0964285376402782,-0.957071447710367,3.66223691249825,1.80257453422341,0.848379274587613,1.19989805687522,1.15039547843004,6.14021843769238,-0.835006502397591,-0.957071447710367
-0.0285641044049323,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,8,0.552839725489495,0.0207312443216797,0.0239691146975383,0.474995355430292,0.0357146235972177,0.493571411172394,0.915559228124563,0.450643633555854,0.232252849725075,0.466598704583477,1.15039547843004,6.14021843769238,-3.54247412472591,-0.835006502397591,-0.0964285376402782,-0.957071447710367,3.66223691249825,1.80257453422341,0.848379274587613,1.19989805687522,1.15039547843004,6.14021843769238,-0.835006502397591,-0.957071447710367
-0.0300993201081484,NA,NA,NA,NA,0.0120481927710843,0,NA,NA,NA,NA,NA,NA,8,0.552839725489495,0.0207312443216797,0.0239691146975383,0.474995355430292,0.0357146235972177,0.493571411172394,0.915559228124563,0.450643633555854,0.232252849725075,0.466598704583477,1.15039547843004,6.14021843769238,-3.54247412472591,-0.835006502397591,-0.0964285376402782,-0.957071447710367,3.66223691249825,1.80257453422341,0.848379274587613,1.19989805687522,1.15039547843004,6.14021843769238,-0.835006502397591,-0.957071447710367
-0.0285641044049323,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,8,0.552839725489495,0.0207312443216797,0.0239691146975383,0.474995355430292,0.0357146235972177,0.493571411172394,0.915559228124563,0.450643633555854,0.232252849725075,0.466598704583477,1.15039547843004,6.14021843769238,-3.54247412472591,-0.835006502397591,-0.0964285376402782,-0.957071447710367,3.66223691249825,1.80257453422341,0.848379274587613,1.19989805687522,1.15039547843004,6.14021843769238,-0.835006502397591,-0.957071447710367
-0.0271918087157444,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,8,0.552839725489495,0.0207312443216797,0.0239691146975383,0.474995355430292,0.0357146235972177,0.493571411172394,0.915559228124563,0.450643633555854,0.232252849725075,0.466598704583477,1.15039547843004,6.14021843769238,-3.54247412472591,-0.835006502397591,-0.0964285376402782,-0.957071447710367,3.66223691249825,1.80257453422341,0.848379274587613,1.19989805687522,1.15039547843004,6.14021843769238,-0.835006502397591,-0.957071447710367
0.00342874595368084,3.8393414096,1.781,5.692,0.330578512396694,0.382198952879581,0.203319502074689,0.0723038165464406,0.434782608695652,2.43478260869565,1,1,3,9,0.408868142720079,0.924181892147055,0.409397278206423,0.584771467542276,0.509362950246083,0.210570485441945,0.407061254895292,0.139218740890734,0.0897496606917121,0.459531936495332,0.87684947116815,55.830004068088,-2.61744653230459,-0.681319945440814,-0.0490637049753917,-1.26837246601386,1.62824501958117,0.556874963562936,0.634624491037568,1.189297904743,0.87684947116815,55.830004068088,-0.681319945440814,-1.26837246601386
0.00505310460225336,3.3502546093,1.646,5.539,0.274074074074074,0.342857142857143,0.191780821917808,0.0816464365780091,0.333333333333333,1.5,1,1,2,9,0.408868142720079,0.924181892147055,0.409397278206423,0.584771467542276,0.509362950246083,0.210570485441945,0.407061254895292,0.139218740890734,0.0897496606917121,0.459531936495332,0.87684947116815,55.830004068088,-2.61744653230459,-0.681319945440814,-0.0490637049753917,-1.26837246601386,1.62824501958117,0.556874963562936,0.634624491037568,1.189297904743,0.87684947116815,55.830004068088,-0.681319945440814,-1.26837246601386
0.00503267141762588,3.2820640801,1.637,5.287,0.30952380952381,0.380208333333333,0.220472440944882,0.0832750710222777,0.125,1.33333333333333,1,1,1,9,0.408868142720079,0.924181892147055,0.409397278206423,0.584771467542276,0.509362950246083,0.210570485441945,0.407061254895292,0.139218740890734,0.0897496606917121,0.459531936495332,0.87684947116815,55.830004068088,-2.61744653230459,-0.681319945440814,-0.0490637049753917,-1.26837246601386,1.62824501958117,0.556874963562936,0.634624491037568,1.189297904743,0.87684947116815,55.830004068088,-0.681319945440814,-1.26837246601386
0.0074284307805634,3.9086376829,2.198,6.073,0.24390243902439,0.363207547169811,0.211895910780669,0.0933479215724674,0.25,1.45833333333333,1,1,1.25,9,0.408868142720079,0.924181892147055,0.409397278206423,0.584771467542276,0.509362950246083,0.210570485441945,0.407061254895292,0.139218740890734,0.0897496606917121,0.459531936495332,0.87684947116815,55.830004068088,-2.61744653230459,-0.681319945440814,-0.0490637049753917,-1.26837246601386,1.62824501958117,0.556874963562936,0.634624491037568,1.189297904743,0.87684947116815,55.830004068088,-0.681319945440814,-1.26837246601386
0.00573807895695622,3.8603166045,1.553,5.899,0.275862068965517,0.323383084577114,0.199186991869919,0.117713420894667,0.166666666666667,1.43333333333333,1,1,1,9,0.408868142720079,0.924181892147055,0.409397278206423,0.584771467542276,0.509362950246083,0.210570485441945,0.407061254895292,0.139218740890734,0.0897496606917121,0.459531936495332,0.87684947116815,55.830004068088,-2.61744653230459,-0.681319945440814,-0.0490637049753917,-1.26837246601386,1.62824501958117,0.556874963562936,0.634624491037568,1.189297904743,0.87684947116815,55.830004068088,-0.681319945440814,-1.26837246601386
-0.00971519977604354,4.500848824,2.136,6.681,0.317647058823529,0.531746031746032,0.213592233009709,0.158947357923797,0.318181818181818,2.04545454545455,1,1,2,10,0.875033382926136,0.392443485652562,0.0696716659530066,0.796632620652905,0.515234587585321,0.5984856979053,0.904942088666139,0.310129510654369,0.135164532996714,0.487123342177598,1.76256342755966,26.5843917108909,-3.43278800171278,-0.384714331085933,-0.0484765412414679,-0.84166573230417,3.61976835466456,1.24051804261748,0.702746799495071,1.2306850132664,1.76256342755966,26.5843917108909,-0.384714331085933,-0.84166573230417
-0.00595642972810645,4.19936001635,1.899,6.822,0.243478260869565,0.5,0.267857142857143,0.112360168279384,0.380952380952381,1.57142857142857,1,1,2,10,0.875033382926136,0.392443485652562,0.0696716659530066,0.796632620652905,0.515234587585321,0.5984856979053,0.904942088666139,0.310129510654369,0.135164532996714,0.487123342177598,1.76256342755966,26.5843917108909,-3.43278800171278,-0.384714331085933,-0.0484765412414679,-0.84166573230417,3.61976835466456,1.24051804261748,0.702746799495071,1.2306850132664,1.76256342755966,26.5843917108909,-0.384714331085933,-0.84166573230417
-0.00831698595956292,4.8399557104,2.766,7.747,0.277777777777778,0.446280991735537,0.21025641025641,0.129736200287876,0.545454545454545,1.81818181818182,2,1,2.5,10,0.875033382926136,0.392443485652562,0.0696716659530066,0.796632620652905,0.515234587585321,0.5984856979053,0.904942088666139,0.310129510654369,0.135164532996714,0.487123342177598,1.76256342755966,26.5843917108909,-3.43278800171278,-0.384714331085933,-0.0484765412414679,-0.84166573230417,3.61976835466456,1.24051804261748,0.702746799495071,1.2306850132664,1.76256342755966,26.5843917108909,-0.384714331085933,-0.84166573230417
