"xdesign1","xdesign2","xdesign3","xdesign4","xdesign5","xdesign6","xdesign7","xdesign8","xdesign9","xdesign10","xdesign11","xdesign12","xdesign13","xdesign14","xdesign15","ssd.c"
0.02365,0.98855,0.11765,0.77475,0.08225,0.72165,0.32835,0.39805,0.60305,0.40645,0.80275,0.03725,0.46775,0.58705,0.72675,15.4364964655842
0.17235,0.57605,0.48305,0.28935,0.76465,0.88905,0.51315,0.03525,0.71005,0.13005,0.01465,0.27355,0.03405,0.26595,0.79415,15.4664063341939
0.02195,0.74925,0.67655,0.78115,0.68345,0.23565,0.74555,0.31275,0.48325,0.71755,0.07445,0.53345,0.34515,0.01355,0.34905,15.4767012882707
0.44325,0.92275,0.77685,0.75915,0.47315,0.77245,0.71515,0.13955,0.44955,0.77575,0.34375,0.69875,0.33525,0.28535,0.62515,15.5294017262831
0.22555,0.67815,0.60035,0.34275,0.87745,0.02765,0.30685,0.16785,0.76645,0.48215,0.98075,0.07175,0.16775,0.99585,0.76815,15.5334514914928
0.02475,0.74545,0.61505,0.37875,0.11945,0.92325,0.25015,0.22235,0.61075,0.47955,0.09955,0.09975,0.12395,0.73845,0.55935,15.5457364684743
0.18195,0.82795,0.22125,0.25005,0.56075,0.75625,0.64605,0.28945,0.33945,0.89475,0.64085,0.25895,0.30575,0.13705,0.85745,15.569021867822
0.24735,0.97405,0.49865,0.30915,0.27645,0.02345,0.49145,0.56205,0.73035,0.98435,0.67095,0.95085,0.22815,0.43835,0.62755,15.5948830849012
0.04875,0.69815,0.64645,0.12225,0.21845,0.45605,0.97315,0.25615,0.06195,0.84635,0.46035,0.26115,0.38615,0.45505,0.95335,15.6067210486417
0.22955,0.47395,0.99785,0.94965,0.29265,0.40875,0.45445,0.14925,0.10935,0.56755,0.42685,0.60125,0.13945,0.80055,0.75775,15.6085202317019
0.16395,0.93745,0.56915,0.56355,0.15685,0.08055,0.87915,0.74865,0.35945,0.70565,0.26155,0.23355,0.67245,0.32285,0.03175,15.618251430769
0.45445,0.55005,0.31085,0.66765,0.27965,0.73655,0.80415,0.10225,0.34415,0.97845,0.32355,0.42165,0.04795,0.61185,0.08885,15.6240358448414
0.23855,0.74045,0.59085,0.79885,0.85695,0.18785,0.65045,0.45275,0.03575,0.50305,0.68725,0.19235,0.23795,0.97195,0.97435,15.6352375657859
0.08605,0.84815,0.31705,0.71575,0.15495,0.47135,0.43575,0.19505,0.31255,0.96225,0.28045,0.36495,0.71825,0.30345,0.55795,15.6548598611645
0.40495,0.45705,0.85635,0.64575,0.74215,0.13925,0.56615,0.08325,0.37465,0.71495,0.05455,0.53525,0.09635,0.73705,0.26445,15.6604920413651
0.02705,0.67275,0.54705,0.03705,0.72365,0.64525,0.65085,0.31895,0.32515,0.68205,0.34805,0.20065,0.30585,0.99185,0.16205,15.663269289747
0.51615,0.97445,0.64185,0.15355,0.87415,0.04125,0.74275,0.41395,0.08325,0.80315,0.26215,0.34685,0.72685,0.91895,0.28205,15.6671353200418
0.35925,0.84195,0.77955,0.48575,0.73055,0.67645,0.27225,0.17855,0.82665,0.01005,0.15475,0.85555,0.09275,0.48935,0.63265,15.6911215721145
0.32025,0.89425,0.99995,0.22535,0.16105,0.71815,0.64085,0.30645,0.43495,0.65255,0.60235,0.72245,0.49595,0.82865,0.10995,15.6954292177328
0.22075,0.89715,0.41875,0.25225,0.91345,0.86115,0.55715,0.15695,0.80125,0.21465,0.02435,0.79175,0.31565,0.68375,0.26925,15.7249618438934
0.27385,0.76095,0.46165,0.97635,0.33455,0.77305,0.92375,0.41925,0.50655,0.22765,0.01495,0.26465,0.22205,0.41225,0.93275,15.7336896584498
0.30015,0.92785,0.90095,0.70255,0.51765,0.04055,0.63685,0.51375,0.09285,0.08965,0.46925,0.73015,0.09015,0.16915,0.88655,15.7496370097445
0.09045,0.97625,0.75715,0.34355,0.84935,0.98335,0.69475,0.03025,0.61595,0.96985,0.19575,0.43065,0.00825,0.28055,0.19685,15.7504628490168
0.42965,0.84625,0.24785,0.97695,0.02975,0.03165,0.80105,0.87545,0.06435,0.57895,0.27255,0.23555,0.02145,0.74345,0.76665,15.7815971570696
0.25205,0.50345,0.06915,0.05305,0.97015,0.11425,0.53705,0.03235,0.98795,0.56165,0.00975,0.25495,0.06795,0.42665,0.42695,15.7845519204167
0.63125,0.95575,0.42215,0.08395,0.84855,0.12065,0.72075,0.35175,0.81725,0.12425,0.72085,0.62445,0.06755,0.08165,0.71605,15.7868474897527
0.47435,0.45885,0.29605,0.96965,0.47955,0.02075,0.52025,0.31375,0.99415,0.44695,0.04815,0.98735,0.00715,0.57065,0.11475,15.7928843363924
0.13515,0.77855,0.16775,0.33135,0.11335,0.87835,0.91975,0.02915,0.99405,0.74155,0.66115,0.37855,0.52015,0.30965,0.06475,15.7940676614076
0.09875,0.54745,0.91705,0.80825,0.82345,0.18275,0.52795,0.25065,0.12635,0.64295,0.54215,0.87885,0.20675,0.62165,0.79195,15.7952683483622
0.55375,0.88075,0.60305,0.03415,0.52285,0.52705,0.85515,0.19795,0.59285,0.13435,0.27015,0.32045,0.25895,0.59645,0.89185,15.8111554093851
0.20785,0.84435,0.17145,0.11595,0.92135,0.14305,0.76175,0.09965,0.96475,0.91125,0.93985,0.42945,0.65135,0.77025,0.88835,15.8219012656951
0.10935,0.56695,0.23585,0.98695,0.36575,0.32705,0.60435,0.09225,0.57535,0.50405,0.49375,0.69595,0.13365,0.88655,0.07895,15.8753808705014
0.11635,0.37575,0.69415,0.54155,0.05515,0.17085,0.93665,0.27615,0.54265,0.94345,0.02705,0.17405,0.21935,0.39375,0.87285,15.8823399023385
0.29275,0.64145,0.66795,0.35225,0.02865,0.88275,0.95285,0.45045,0.76545,0.63875,0.92105,0.47035,0.03535,0.56495,0.04645,15.8845689963507
0.02295,0.55165,0.98455,0.02145,0.55755,0.26065,0.80925,0.29335,0.21075,0.87645,0.17455,0.12235,0.50205,0.70275,0.09225,15.9013195689855
0.02785,0.48285,0.74865,0.25035,0.78605,0.45815,0.84655,0.05175,0.42355,0.66125,0.81045,0.24355,0.15845,0.23935,0.06455,15.90382108837
0.76185,0.79995,0.13085,0.96465,0.96965,0.58665,0.88225,0.14145,0.21575,0.23195,0.01415,0.58625,0.12865,0.68185,0.27995,15.9093796136637
0.01395,0.70655,0.24355,0.29875,0.77135,0.97005,0.76985,0.12355,0.95635,0.78155,0.10195,0.51975,0.41505,0.58315,0.53045,15.9099638037017
0.40865,0.88095,0.95755,0.29825,0.63375,0.10305,0.71815,0.08775,0.84125,0.42755,0.57785,0.86795,0.27935,0.26575,0.43395,15.9295591003613
0.52165,0.57995,0.76045,0.78745,0.31155,0.25925,0.51055,0.28705,0.30565,0.35035,0.36895,0.12735,0.01185,0.91185,0.78365,15.9477205791113
0.46825,0.90145,0.94545,0.76305,0.71755,0.02675,0.04165,0.40775,0.13465,0.62985,0.28305,0.50115,0.16345,0.08945,0.64985,15.9494515936841
0.04485,0.71805,0.09385,0.80695,0.93755,0.15975,0.80895,0.33605,0.31625,0.96095,0.94945,0.22345,0.49045,0.90935,0.52455,15.9569687441732
0.10575,0.58715,0.43015,0.19265,0.72255,0.22185,0.49255,0.33025,0.36275,0.25575,0.53505,0.03965,0.00525,0.11675,0.15955,15.9671108098398
0.08905,0.66415,0.11355,0.97405,0.63825,0.35425,0.45145,0.39835,0.41355,0.97915,0.44995,0.47865,0.38565,0.16945,0.06925,15.985189737623
0.41915,0.65945,0.42785,0.91325,0.39545,0.51875,0.80035,0.12595,0.93715,0.02145,0.32925,0.84645,0.01015,0.82315,0.55435,15.9984037982889
0.43385,0.83495,0.67385,0.15975,0.13915,0.87825,0.66225,0.24315,0.62915,0.44245,0.38255,0.35625,0.41135,0.97265,0.72715,16.009916615533
0.41345,0.60145,0.87965,0.70085,0.57185,0.19285,0.88165,0.37495,0.66405,0.13865,0.11135,0.96445,0.00325,0.09885,0.10725,16.0261015109996
0.25775,0.93615,0.98755,0.46945,0.36015,0.55095,0.95065,0.12805,0.03975,0.40255,0.04495,0.05075,0.82975,0.82615,0.11845,16.0280460190403
0.46075,0.59465,0.43325,0.58255,0.47275,0.36085,0.98585,0.54055,0.22565,0.42875,0.74415,0.53895,0.01765,0.40675,0.36505,16.0283947950968
0.09845,0.92765,0.21435,0.67875,0.08335,0.78435,0.62435,0.19555,0.76385,0.61175,0.21365,0.29955,0.77505,0.27335,0.56135,16.0308356102359
0.09325,0.84455,0.39705,0.85975,0.67615,0.17145,0.80855,0.56425,0.36505,0.32965,0.94825,0.62325,0.20275,0.44425,0.58445,16.0379683833693
0.11035,0.61145,0.72435,0.68425,0.32515,0.72155,0.40185,0.18815,0.32395,0.66395,0.74755,0.80835,0.04455,0.45035,0.42495,16.0408688584151
0.39725,0.73835,0.43745,0.63965,0.04195,0.74525,0.08615,0.25095,0.88925,0.94665,0.45505,0.42385,0.10705,0.02745,0.97935,16.0630545099392
0.52465,0.93985,0.80745,0.72645,0.08475,0.26155,0.25785,0.43215,0.38585,0.87455,0.17855,0.10135,0.40165,0.47615,0.08495,16.0790933875083
0.07555,0.95555,0.22345,0.29665,0.80155,0.39775,0.97615,0.36695,0.42075,0.26355,0.61265,0.53865,0.29265,0.18165,0.72845,16.1078372420693
0.03255,0.61485,0.11075,0.79725,0.29275,0.93155,0.82645,0.14885,0.62215,0.72895,0.50575,0.39265,0.54645,0.79575,0.37195,16.1175128425671
0.16735,0.95355,0.93045,0.56285,0.34005,0.03345,0.69705,0.53105,0.55995,0.91375,0.27935,0.46475,0.54665,0.31235,0.55075,16.1233511594542
0.23755,0.99235,0.79405,0.64615,0.29725,0.83715,0.60355,0.49275,0.05175,0.31825,0.41615,0.35665,0.38805,0.29475,0.13615,16.140125215782
0.55125,0.94025,0.33035,0.49395,0.93945,0.37345,0.73345,0.34835,0.48455,0.17085,0.07085,0.71755,0.41675,0.67155,0.54945,16.1439397995671
0.31875,0.80295,0.78045,0.69825,0.03415,0.60985,0.92035,0.12505,0.68275,0.63155,0.61695,0.28465,0.23785,0.58245,0.12325,16.1440652810917
0.47715,0.98795,0.03755,0.18515,0.12905,0.91175,0.89585,0.35875,0.92115,0.31615,0.59165,0.02575,0.59745,0.41045,0.24795,16.1454471786447
0.12525,0.76775,0.40395,0.77885,0.00435,0.05665,0.88715,0.89625,0.68565,0.46105,0.54555,0.07915,0.13165,0.30705,0.00845,16.1462215875794
0.16645,0.84335,0.85155,0.78605,0.11055,0.34715,0.49105,0.57555,0.51125,0.30145,0.47505,0.03585,0.18715,0.14385,0.54435,16.1463838816482
0.42895,0.70365,0.11625,0.68665,0.88105,0.23935,0.81525,0.52915,0.76185,0.21885,0.04935,0.84075,0.15475,0.28495,0.21905,16.1615085727629
0.31435,0.35685,0.25405,0.58385,0.49445,0.20265,0.90485,0.45815,0.46565,0.52795,0.31775,0.15035,0.01235,0.06175,0.76085,16.1778075097496
0.61245,0.82505,0.87145,0.08285,0.37995,0.24775,0.68125,0.21535,0.13055,0.93505,0.82905,0.49175,0.11855,0.14135,0.57785,16.1858876752329
0.10835,0.98595,0.37455,0.77655,0.84995,0.04065,0.69595,0.62465,0.16325,0.76995,0.02085,0.92675,0.09915,0.55305,0.56645,16.1864282130588
0.23785,0.48805,0.92095,0.55185,0.40395,0.09165,0.33175,0.27085,0.54725,0.67565,0.69095,0.59485,0.15525,0.16925,0.48355,16.1959718168364
0.07535,0.68825,0.75885,0.77235,0.93295,0.08035,0.21465,0.49305,0.26075,0.15905,0.61255,0.35315,0.06945,0.76065,0.54325,16.2000308973674
0.55625,0.99295,0.74685,0.04445,0.37595,0.38445,0.47805,0.24375,0.13195,0.87255,0.47855,0.06305,0.29565,0.21205,0.87895,16.2013953176597
0.43065,0.98165,0.60515,0.44105,0.50585,0.48115,0.73655,0.06315,0.09105,0.25885,0.54095,0.48495,0.13865,0.33235,0.50315,16.205018771295
0.55615,0.89695,0.17555,0.17545,0.45805,0.34035,0.84475,0.50365,0.26795,0.68815,0.50865,0.13715,0.11655,0.90725,0.63045,16.2149519789234
0.57695,0.89025,0.09365,0.67445,0.06925,0.14485,0.48405,0.48525,0.84115,0.83435,0.18565,0.18045,0.64635,0.23565,0.60425,16.2205923060901
0.35225,0.70675,0.35195,0.65735,0.12765,0.25695,0.83845,0.22865,0.18495,0.66385,0.21015,0.21315,0.35175,0.18615,0.89315,16.2224620096824
0.12255,0.94625,0.02485,0.62465,0.49055,0.06905,0.20615,0.33245,0.78265,0.91725,0.49035,0.60335,0.73115,0.88725,0.32165,16.2320742430219
0.22865,0.53405,0.08085,0.99045,0.88565,0.25855,0.96055,0.26325,0.15315,0.25095,0.84555,0.02925,0.27255,0.18375,0.03145,16.2374204005953
0.45565,0.89965,0.25335,0.30945,0.57765,0.38615,0.27755,0.01935,0.56225,0.94435,0.34165,0.48085,0.33835,0.49365,0.79925,16.2552166517768
0.40475,0.84025,0.99585,0.30775,0.07915,0.49245,0.88135,0.46545,0.69975,0.09445,0.37205,0.32675,0.31975,0.25425,0.81755,16.2591093278831
0.50025,0.82965,0.23575,0.51215,0.13415,0.86635,0.48955,0.05625,0.60415,0.74745,0.09135,0.41265,0.28315,0.79545,0.19165,16.2799519766924
0.72225,0.82645,0.99325,0.41255,0.49555,0.28485,0.86175,0.28905,0.41505,0.27035,0.04805,0.52795,0.20985,0.03225,0.90275,16.2817948020062
0.26155,0.65645,0.61615,0.87495,0.12525,0.07745,0.86055,0.34495,0.78515,0.31395,0.15935,0.93635,0.10585,0.72005,0.25565,16.2959317721654
0.14125,0.96495,0.96035,0.13895,0.73175,0.50415,0.32035,0.28445,0.52525,0.99225,0.22165,0.18675,0.18365,0.66025,0.64435,16.2977448149343
0.06325,0.97835,0.12785,0.70505,0.50695,0.23835,0.83615,0.48645,0.57375,0.55695,0.37555,0.13355,0.81925,0.50445,0.60155,16.3099022103297
0.05965,0.28915,0.72915,0.40535,0.53245,0.22285,0.49585,0.23785,0.13115,0.88375,0.53655,0.08985,0.04105,0.19525,0.51975,16.3204094504919
0.12675,0.78005,0.20305,0.86665,0.70155,0.20145,0.55005,0.24845,0.43685,0.90025,0.60935,0.04345,0.60595,0.34765,0.87525,16.3292833000365
0.33845,0.79215,0.04045,0.88635,0.46545,0.29695,0.49815,0.27235,0.12295,0.56805,0.21025,0.07545,0.57375,0.59825,0.93205,16.3328811223238
0.50785,0.69285,0.71725,0.20595,0.34195,0.26195,0.72735,0.14765,0.97875,0.01965,0.03715,0.29925,0.09715,0.05815,0.55575,16.3346851992144
0.20765,0.82085,0.81665,0.05335,0.92005,0.97235,0.72015,0.13285,0.29935,0.75985,0.04205,0.14265,0.22415,0.89195,0.97755,16.3428201194349
0.08945,0.99675,0.93925,0.81945,0.05475,0.67545,0.20055,0.06655,0.34605,0.08625,0.30835,0.36255,0.42125,0.09355,0.69155,16.3546562507611
0.19885,0.66795,0.23055,0.87405,0.34395,0.47255,0.95915,0.56965,0.19565,0.35295,0.40585,0.44485,0.28185,0.31595,0.66455,16.3580317072524
0.28775,0.83395,0.73665,0.33475,0.65485,0.36425,0.66675,0.54895,0.14765,0.91625,0.46315,0.52805,0.19845,0.31955,0.42265,16.3598778614305
0.15575,0.50135,0.32815,0.29375,0.27475,0.04115,0.98415,0.41945,0.18995,0.97225,0.28715,0.19775,0.35665,0.51435,0.83905,16.3664723203225
0.77195,0.96855,0.39105,0.13815,0.03855,0.91165,0.56515,0.21075,0.87205,0.70985,0.82125,0.15185,0.18245,0.25745,0.16015,16.3706759241944
0.20925,0.73555,0.47105,0.58845,0.47695,0.84335,0.86015,0.40715,0.44025,0.03215,0.57905,0.35215,0.23945,0.42735,0.05725,16.3788365638966
0.75115,0.95535,0.35535,0.65055,0.63725,0.34855,0.63335,0.02975,0.89395,0.20795,0.01685,0.34045,0.46555,0.42915,0.28235,16.3988224033281
0.63675,0.88365,0.70205,0.68475,0.31025,0.44745,0.53875,0.16475,0.85865,0.74905,0.23935,0.91395,0.48505,0.10005,0.18985,16.4058108513495
0.29355,0.87945,0.43455,0.23795,0.94485,0.21375,0.68855,0.33355,0.44935,0.10025,0.36795,0.26645,0.44655,0.04375,0.54125,16.4058197694851
0.06195,0.73375,0.01815,0.78635,0.36205,0.94045,0.91405,0.42615,0.92055,0.38555,0.73435,0.21795,0.02595,0.26995,0.20075,16.4180011602949
0.47055,0.81895,0.91475,0.45075,0.08715,0.77965,0.59035,0.12485,0.51705,0.31565,0.37785,0.77135,0.13665,0.66045,0.37155,16.419473868398
0.27855,0.79035,0.60445,0.90435,0.40385,0.80595,0.66855,0.43295,0.84715,0.16375,0.23145,0.60345,0.01465,0.59635,0.43215,16.4244094490137
0.33725,0.99925,0.75175,0.38045,0.67915,0.30465,0.17665,0.46005,0.21365,0.67725,0.78585,0.25465,0.19905,0.74435,0.92715,16.4279222022793
0.38465,0.87855,0.11675,0.72735,0.66735,0.84865,0.47095,0.08735,0.21245,0.90985,0.73555,0.71975,0.50395,0.81715,0.34175,16.4317047970693
0.30405,0.70175,0.32745,0.15845,0.18735,0.71665,0.86785,0.37965,0.41065,0.80295,0.18915,0.28605,0.24035,0.55665,0.32725,16.4364141531241
0.19475,0.48895,0.12455,0.78085,0.73235,0.55775,0.55775,0.20735,0.50145,0.96825,0.29395,0.35655,0.37775,0.82075,0.64205,16.4445462733744
0.26815,0.47085,0.42165,0.63845,0.20525,0.34405,0.84865,0.39235,0.33755,0.07095,0.24215,0.09665,0.00055,0.18465,0.06085,16.4474862593649
0.05525,0.34505,0.03375,0.70205,0.53565,0.19965,0.37475,0.17835,0.79225,0.74975,0.35305,0.40565,0.13785,0.93255,0.93415,16.4475922413413
0.03385,0.74775,0.94125,0.36105,0.11975,0.50135,0.29145,0.31125,0.82165,0.01385,0.43925,0.28675,0.19325,0.44615,0.17685,16.455711037018
0.05795,0.78445,0.22025,0.80245,0.40655,0.01535,0.51515,0.41875,0.96495,0.42435,0.86015,0.85375,0.25375,0.85035,0.64805,16.4570321629084
0.17465,0.80065,0.37055,0.08815,0.82475,0.78265,0.42645,0.19355,0.57255,0.91645,0.22035,0.31865,0.49865,0.78975,0.29325,16.4590448872926
0.10215,0.89895,0.44505,0.07185,0.14145,0.43375,0.48335,0.11605,0.88485,0.18185,0.51685,0.16735,0.08095,0.60945,0.33705,16.4678878446745
0.33765,0.85395,0.96965,0.74915,0.50915,0.62665,0.55815,0.18445,0.65455,0.35175,0.61185,0.68255,0.21565,0.79095,0.39015,16.4991319564511
0.12545,0.74685,0.57585,0.62905,0.49895,0.34085,0.57745,0.23155,0.07505,0.13725,0.82205,0.30045,0.34015,0.85095,0.33675,16.5087099092159
0.08445,0.80605,0.47065,0.79935,0.60055,0.72365,0.65065,0.45125,0.16555,0.54135,0.44265,0.01605,0.05475,0.50895,0.42445,16.5140041154283
0.45375,0.50965,0.57605,0.82885,0.15615,0.04295,0.93135,0.63405,0.11245,0.08065,0.39595,0.13025,0.21865,0.99275,0.64195,16.5197108418835
