"year10.X1986.gr","year10.X1997.gr","year10.X2007.gr","year10.X2012.gr","all.AllClients.init","all.AllClients.ret","at6.months.AllClients.ret","at12.months.AllClients.ret","at6.mths.ns.AllClients.vlsup","at12.mths.ns.AllClients.vlsup","at12.mths.s.shim2.AllClients.vlsup","all.AllClients.mort","aids.related.AllClients.mort","A0.150.F.value.prev","A15.49.F.value.prev","A50.150.F.value.prev","A0.150.M.value.prev","A15.49.M.value.prev","A50.150.M.value.prev","A0.150.FM.value.prev","A15.49.FM.value.prev","A50.150.FM.value.prev","A15.150.FM.value.prev.s2","mean.F.value.agediff","meadian.F.value.agediff","mean.M.value.agediff","meadian.M.value.agediff","mean.FM.value.agediff","meadian.FM.value.agediff","sim.id","conception.alpha_base","person.art.accept.threshold.dist.fixed.value","person.eagerness.man.dist.gamma.a","person.eagerness.man.dist.gamma.b","person.eagerness.woman.dist.gamma.a","formation.hazard.agegapry.eagerness_diff","person.eagerness.woman.dist.gamma.b","formation.hazard.agegapry.numrel_man","formation.hazard.agegapry.numrel_woman","formation.hazard.agegapry.gap_factor_man_exp","formation.hazard.agegapry.gap_factor_woman_exp","person.agegap.man.dist.normal.mu","person.agegap.woman.dist.normal.mu","person.agegap.man.dist.normal.sigma","person.agegap.woman.dist.normal.sigma","hivtransmission.param.f1","sim.seed"
-0.00217457521362315,-0.00932212104059839,-0.0259249637908232,-0.0227572911943796,38.1625441696113,84.9056603773585,96.2264150943396,90.5660377358491,67.2043010752688,66.1290322580645,31.8435754189944,4.24028268551237,3.71024734982332,11.1111111111111,19.3353474320242,3.87931034482759,15.1368760064412,23.2484076433121,12.3456790123457,13.0007558578987,21.2403100775194,7.36040609137056,14.334085778781,4.69034976066591,4.6216457421,5.48821954194022,5.6173531015,5.27545426693374,5.4413794808,1,-3.1151004321912,0.450278737716144,0.618937972025014,50.787837326449,1.28801566408947,-0.0480323574893797,57.8276039352447,-0.653292977712893,-0.442969979491318,-1.0204016256898,-0.72931326543466,3.78085125086363,2.80467916966882,3.34863680900889,2.37559580567176,0.837836563781763,1
0.0386671487522297,0.0491088497680265,0.0522194951368285,0.0578528972167984,72.173103769195,82.2064056939502,97.6868327402135,92.7046263345196,42.540168324407,41.9280795715379,57.1315372424723,8.74825500232666,8.05025593299209,10.3188750247574,26.0504201680672,0.947867298578199,8.65155131264916,24.4044160371877,3.21100917431193,9.48695048129404,25.2140537348686,2.0979020979021,28.4903344584228,7.0073716475298,7.58540560615,5.9573071775223,5.8721386976,6.15260089022182,6.1424661963,2,-0.255000965784226,0.97350771780475,1.32689324613893,43.3064620082344,1.35777006113203,-0.0501269659745352,39.153987247264,-0.899083375149833,-1.96767801068296,-0.679238888362306,-1.36808575730945,4.49034581826224,4.42118269911346,1.02096440724563,3.20044946143753,0.702045821200186,1
-0.018940279904162,-0.0251606015977971,-0.0387259143611592,-0.0401055042581054,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.6479394245,8.6479394245,-2.54695027583824,-2.57006755275,-2.2270962844,-2.480366204,3,-2.59147929951917,0.749843730655266,0.655252506933175,46.6745675031173,0.842472854652442,-0.0858241789052651,19.5967520721994,-0.988989920836563,-1.61662829931496,-1.5731880300005,-1.73002480522206,2.11264229340789,3.25029247083391,0.871306466258829,0.738197157566901,1.12387781243158,1
-0.0203760169002079,-0.0265095262978723,-0.0365701102413544,-0.0432536843850949,3.84615384615385,NA,NA,NA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5804284106,3.5804284106,-1.39553311385,-1.4191943062,-1.27416819861951,-1.3409420203,4,-4.01353369151766,0.633935143629788,0.590084385278169,37.2186456641066,1.24734089095145,-0.0672935329009003,14.2278690947569,-1.89055171731549,-0.754129983787425,-1.10866062027722,-1.53277488168028,1.47385335806757,2.40332888664367,2.55918788729468,1.96333269149181,1.0390717666832,1
-0.0133531392624523,-0.0187679395864307,-0.0277754537691364,-0.0320156758921067,14,100,100,100,100,100,0,4,4,0.959692898272553,1.93798449612403,0,0.631578947368421,1.33333333333333,0,0.803212851405622,1.65631469979296,0,0.294985250737463,6.37160264409189,6.6293602533,2.57615304317033,2.5176041737,3.67327519343672,3.5866432077,5,-2.93515884326868,0.418690876587061,1.18698208729038,47.837727253888,0.779420959518757,-0.0635139795524689,33.6175944955903,-1.51755470046483,-1.02243223492017,-1.5874350780886,-0.633063021130705,2.22698236415939,2.56038304721005,2.99121790073696,1.15781714490731,0.999104789321341,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-0.515823796665063,0.544822725595441,0.952607450669166,44.3237456676434,0.625112540763803,-0.00611416158596209,41.8284543473662,-0.175235757940876,-1.2123757276199,-1.4216734582371,-0.0980428306586691,4.5653943142,1.52057148504537,1.73761740879854,1.73138452743297,0.77885719139908,1
-0.0195819447039655,-0.0280098444241682,-0.0361132798443165,-0.0429276859429087,30.5555555555556,100,100,100,90.9090909090909,90.9090909090909,9.09090909090909,5.55555555555556,5.55555555555556,0.471698113207547,0.549450549450549,0,2.57142857142857,4.8,1.41509433962264,1.42118863049096,2.28013029315961,0.696055684454756,0.607287449392713,11.5879130154333,11.1804996641,-2.53091271824865,-1.9316338882,-1.4720007882225,-1.022800682,7,-4.96992157465235,0.492646475159563,0.724108478659764,32.9206934057098,0.559488995885477,-0.000524376413280458,39.4108282294474,-1.53915798314944,-0.682137897459324,-1.72217729647382,-1.92889883088433,4.92794789959832,1.04969358824504,1.21886027348228,2.91670068938402,0.728045875503348,1
-0.0181209827941264,-0.0251023519187945,-0.0370734929507031,-0.0477502897960401,11.1111111111111,NA,NA,NA,100,100,0,0,0,0.714285714285714,1.51515151515152,0,0.523560209424084,1.22699386503067,0,0.623441396508728,1.38504155124654,0,0,6.53304591397,6.7640135494,-0.597161064424561,0.3347249155,0.467048932350746,1.6027012852,8,-4.76650949918549,0.436895625968464,1.09602589203278,13.003039881393,1.10009184291121,-0.0772203536849702,43.4233713729191,-0.746845159238243,-1.3638738434558,-0.806501724025778,-0.227997573333268,1.18252535560168,4.71277941495646,3.45957109655137,2.07228553344612,1.08726214285597,1
-0.0177358767451826,-0.0249966719182038,-0.0372256437111511,-0.0433139457847426,10.2564102564103,NA,NA,NA,100,100,0,2.56410256410256,0,0,0,0,0.806451612903226,0.62111801242236,1.03626943005181,0.371287128712871,0.272479564032698,0.5,0,9.6436937417,9.6436937417,-1.67521523961351,-1.5811286015,-1.37734921378947,-1.475653678,9,-1.1360988882283,0.787366363150068,1.40207642144524,10.5436036192502,0.393878903111909,-0.0916327981026067,27.4381453868894,-0.285666980669097,-1.08194783059007,-0.594483645498985,-0.481447431599566,2.53229734526637,4.12837089260574,3.08100168072269,1.42909664128092,1.05576104881784,1
-0.0111699112494743,-0.0154857144003585,-0.0226683378019334,-0.0265037468620273,20.5128205128205,NA,NA,NA,100,100,0,0,0,0.65252854812398,1.25391849529781,0,0.574712643678161,0.749063670411985,0,0.616740088105727,1.02389078498294,0,0.121065375302663,9.17033291584,8.8304018456,4.12416714175096,4.1884482788,4.93806484724919,5.33324107505,10,-2.24231356447272,0.982701311219716,0.864699589950032,22.3716953031059,1.15670556689147,-0.0928009708140356,58.6184964766532,-1.19781779813444,-1.80878732487909,-0.498657076830374,-1.59963402599901,1.93134439884064,4.96303021702139,1.75915585871553,2.63144941537757,1.16249145478704,1
