"year10.X1986.gr","year10.X1997.gr","year10.X2007.gr","year10.X2012.gr","all.AllClients.init","all.AllClients.ret","at6.months.AllClients.ret","at12.months.AllClients.ret","at6.mths.ns.AllClients.vlsup","at12.mths.ns.AllClients.vlsup","at12.mths.s.shim2.AllClients.vlsup","all.AllClients.mort","aids.related.AllClients.mort","A0.150.F.value.prev","A15.49.F.value.prev","A50.150.F.value.prev","A0.150.M.value.prev","A15.49.M.value.prev","A50.150.M.value.prev","A0.150.FM.value.prev","A15.49.FM.value.prev","A50.150.FM.value.prev","A15.150.FM.value.prev.s2","mean.F.value.agediff","meadian.F.value.agediff","mean.M.value.agediff","meadian.M.value.agediff","mean.FM.value.agediff","meadian.FM.value.agediff","sim.id","conception.alpha_base","person.art.accept.threshold.dist.fixed.value","person.eagerness.man.dist.gamma.a","person.eagerness.man.dist.gamma.b","person.eagerness.woman.dist.gamma.a","formation.hazard.agegapry.eagerness_diff","person.eagerness.woman.dist.gamma.b","formation.hazard.agegapry.numrel_man","formation.hazard.agegapry.numrel_woman","formation.hazard.agegapry.gap_factor_man_exp","formation.hazard.agegapry.gap_factor_woman_exp","person.agegap.man.dist.normal.mu","person.agegap.woman.dist.normal.mu","person.agegap.man.dist.normal.sigma","person.agegap.woman.dist.normal.sigma","hivtransmission.param.f1","sim.seed"
-0.00118649831434261,-0.00440740299066324,-0.0108865262734329,-0.00652164824939382,48.0412371134021,76.9230769230769,94.017094017094,88.8888888888889,41.9689119170985,40.9326424870466,57.1428571428571,5.77319587628866,4.32989690721649,2.99003322259136,5.02183406113537,0,15.8455392809587,24.9363867684478,9.46745562130178,8.82708585247884,14.2185663924794,4.07124681933842,19.6790540540541,4.06143132344688,3.64375878495,4.63636779218543,4.20897673525,4.46043094929276,4.0883930709,11,-1.90588458401811,0.567375306156464,0.52504252436338,32.3246526744333,1.40113706120756,-0.0178475438384339,54.1117761530525,-1.8146067161569,-0.173078984480041,-0.927492807006347,-1.4650348078671,3.29191736135787,1.19063121344273,0.927944802300772,0.591225410986226,0.936626911136684,1
-0.0209885651933541,-0.0264713467510155,-0.0368824505304884,-0.0456717373986636,11.1111111111111,0,100,0,100,80,20,4.44444444444444,2.22222222222222,0.235849056603774,0.526315789473684,0,1.40845070422535,1.34228187919463,1.53846153846154,0.770218228498075,0.884955752212389,0.735294117647059,0.214592274678112,6.17386911435714,4.7366316302,-1.68116298838158,-1.10071811435,-0.459269105733333,-0.0509149431,12,-4.52055499769146,0.620569832640467,1.03048744675471,27.0064280799124,0.34695683530299,-0.0742190567873574,48.7953609989684,-1.30876641666303,-1.48319613039397,-0.147130725886867,-1.31047508165337,2.97787313120595,1.41925435843101,1.44135304552037,1.81852130178595,0.907486968822044,1
-0.0202680746390175,-0.026354061307908,-0.0325907181773116,-0.0392770146728015,8.69565217391304,NA,NA,NA,100,100,0,0,0,0.226757369614512,0.518134715025907,0,0,0,0,0.123609394313968,0.285714285714286,0,0,3.29741009355,3.29741009355,0.270346795469048,0.919502151,0.407940581745455,1.02359403885,13,-3.23195320723365,0.91086794101866,0.413212452479638,15.1587250384424,0.864647436141968,-0.0264747196798756,12.9121742239416,-0.186506096227095,-1.13214861307448,-0.0487170580965661,-0.996890042095717,3.06196595619743,1.9328734142473,1.61783809529152,3.46890274819452,1.14631706493879,1
0.0286116251753825,0.0336098561994043,0.0336739161316669,0.035544769509065,67.3091750192752,82.7868852459016,98.9071038251366,94.2622950819672,45.2445652173913,44.7010869565217,53.954802259887,8.01850424055513,7.40169622205089,8.4545147108556,19.1188694929343,0,11.2941176470588,26.8495428096426,5.72916666666667,9.87862440997977,22.9842061512884,2.7431421446384,22.7272727272727,7.23052136539642,7.76566599665,5.40450934600465,5.6282274956,5.73324760817472,6.0270290528,14,-0.444679806885929,0.887868316320237,1.2211549304775,53.1047015061874,0.958216328721028,-0.0310750863340218,30.7409911847208,-1.9448844042141,-0.914724745951632,-1.37490830601183,-0.833785330510582,2.79980242492941,3.75097383733373,0.714028069924098,2.25634639558848,0.954887258642618,1
-0.0200122900323829,-0.0233221354601637,-0.0337846571144353,-0.0433691469454439,18.4210526315789,NA,NA,NA,100,100,0,0,0,0.655021834061135,0.970873786407767,0.446428571428571,0.523560209424084,1.26582278481013,0,0.595238095238095,1.0989010989011,0.233100233100233,0,11.8596162903455,12.0918622313,-1.12620508360217,-0.01846466995,1.37983062014211,0.3710017013,15,-3.49905376227204,0.591575274191564,0.768328180816024,40.126864957371,0.469955127791036,-0.0569361635008439,32.1944780064708,-0.47670831157108,-0.847849840133373,-1.19448797000068,-0.533249160029712,4.676385732096,4.56434993884371,2.71556132193655,1.33937077654991,1.20522118888672,1
-0.00941480646241475,-0.0114586752243664,-0.0182060494267997,-0.0175019656481475,37.0967741935484,87.5,100,100,73.6842105263158,73.6842105263158,26.3157894736842,7.25806451612903,5.64516129032258,2.87878787878788,5.77507598784195,0,5.28846153846154,8.88888888888889,1.54639175257732,4.04984423676012,7.29813664596273,0.763358778625954,2.66666666666667,6.03311566748356,6.1539888839,4.49456913674612,4.7115722223,4.89712790643728,5.0933040376,16,-2.51981483484075,0.828579164663097,1.14712526611984,30.7398890381834,0.722978770604823,-0.0598420469866445,35.6848827431289,-1.23650817773499,-1.74326593512087,-0.225103204365878,-0.286274137423219,4.27057261823211,3.57101635014017,2.43376607721439,0.787211807095446,0.796872607265162,1
0.00645385211375712,0.00564555908052783,0.0124303465670785,0.0141110743609686,13.7931034482759,100,100,100,75,75,14.2857142857143,1.72413793103448,1.72413793103448,0.224382946896036,0.452488687782805,0,0.739523418241578,1.03806228373702,0.985221674876847,0.469851213782302,0.72522159548751,0.470588235294118,0.264970853206147,5.57780612771128,5.60575414435,5.04876848069546,4.9675381529,5.21692225603056,5.1689945606,17,-1.59881248814927,0.683612184843514,0.806186178256757,36.4844585884324,1.47170154242776,-0.0340449955673345,24.9940556531268,-0.552773941418855,-0.592571633119951,-0.577747983285808,-1.84208134045339,2.39277356777651,3.33529328911876,3.14003528197645,1.53543465121766,1.22424926130383,1
-0.0180445901143935,-0.0269938765862994,-0.0373479906151021,-0.0454064170107805,12.1212121212121,100,100,100,100,100,0,3.03030303030303,3.03030303030303,0.23696682464455,0.53475935828877,0,0.833333333333333,1.32450331125828,0.510204081632653,0.51150895140665,0.887573964497041,0.24390243902439,0,NA,NA,-0.573050691572222,0.05552149265,-0.573050691572222,0.05552149265,18,-2.10388154891455,0.760144089558162,0.353501633962151,23.3273915276125,0.525850491318852,-0.00954593667314232,22.7402965100676,-1.68668710877537,-0.365054675310967,-1.97178903353856,-0.897067932991971,3.43132132206423,2.15322196173171,2.3478872088599,2.22873464092845,0.883375038362012,1
-0.00641873358837424,-0.0075985906977922,-0.0111909863669249,-0.0135933408263279,14.6341463414634,100,100,100,100,100,0,0,0,0.257400257400257,0.472813238770686,0,0.578034682080925,0.5420054200542,0.591715976331361,0.408441116405718,0.505050505050505,0.255102040816327,0.184331797235023,5.84679894965667,5.55809921305,3.379932899487,3.0642006354,3.67244666037668,3.4411050948,19,-0.925981130383055,0.852132775145583,0.348215851897839,56.0785846085249,1.34231228763238,-0.0443810402047044,12.0749280806437,-1.67079365342506,-1.38010554843931,-0.28970653555938,-1.09348794490409,3.98563077366756,3.01323994885509,0.554769674636191,2.51079942189972,0.876580109037783,1
0.00441031786893086,-0.00506190781383708,-0.0306666262916536,-0.0266675150787128,41.8125,76.4044943820225,95.5056179775281,93.2584269662921,72.3127035830619,72.1498371335505,27.823240589198,5.9375,5.625,44.4148936170213,73.109243697479,26.9736842105263,39.4230769230769,59.2493297587131,33.3333333333333,41.9594594594595,66.027397260274,29.5719844357977,53.0690537084399,1.92693954980662,1.7061607823,4.26725727493464,4.30397921175,3.30664396321207,3.56272631895,20,-3.79585593287872,0.948314298206242,1.27212550541153,58.4169089021937,1.05275821432006,-0.0161319671877815,17.0401598442307,-0.700214829823623,-0.206989716661822,-0.419826182090619,-0.0761689081421355,1.6999070304834,2.25122904245897,2.05393199747778,3.00533213987364,0.814540567029945,1
-0.0191143008672829,-0.0261882949781539,-0.0397454384362085,-0.0478459378131668,12.5,NA,NA,NA,100,100,0,0,0,0.493827160493827,1.11111111111111,0,0.828729281767956,2.05479452054794,0,0.651890482398957,1.53374233128834,0,0,10.8331906784,11.83628818745,-2.8877548698963,-1.816833497,-1.94148276311724,-1.6129809806,21,-4.19482851805903,0.72095960166771,1.46851361901499,20.1325636802358,0.427708853059448,-0.0817163396296867,50.754141859846,-0.871715891041094,-1.56617966628401,-0.851465891533298,-1.76846526148292,1.06151393731125,4.30336193616191,2.12843723487458,3.29359260111232,0.743931140058253,1
-0.0023691552943729,-0.00433776486114961,-0.000506330195654676,0.000563221999928419,10,NA,NA,NA,100,100,0,0,0,0.20703933747412,0.412371134020619,0,0.372670807453416,0.527704485488127,0,0.282326369282891,0.462962962962963,0,0.0771010023130301,5.71967671185224,5.6065887369,4.02691984778674,4.36067174975,4.36956247586042,4.7568295546,22,-0.768913138288189,0.82198583240388,0.458512179006357,54.6582841701456,0.934413761878386,-0.0377992602152517,21.9431625367724,-1.43836077047066,-1.88164075830621,-1.319034823408,-1.06929105364494,1.61190138796034,2.93306590302382,1.26832023035968,0.942792001267662,1.09338651738052,1
-0.0107814064059609,-0.0196155406596563,-0.0340325805937203,-0.0381344672022749,37.2727272727273,66.6666666666667,100,83.3333333333333,77.027027027027,77.027027027027,21.9178082191781,3.63636363636364,3.18181818181818,2.93577981651376,4.77815699658703,0,16.5501165501165,20.8144796380091,15,8.93223819301848,11.6731517509728,6.66666666666667,4.70219435736677,8.70357429410454,8.79028737035,6.59712111587769,7.1900505071,7.34057517878128,7.7560859937,23,-3.69938543237319,0.673392811691156,1.35270952146966,17.2872251083027,1.03290287768468,-0.0216483717861896,53.4808449019329,-1.06363900990206,-0.307426753175484,-1.87235294019173,-0.422033100979849,3.62802409178888,1.73735892101346,2.80282439474831,2.8261826079397,0.986135634699911,1
-0.0140035353176589,-0.0218674983393333,-0.030697527538646,-0.0320967646448562,8,NA,NA,NA,100,100,0,0,0,0.202429149797571,0.432900432900433,0,0.226244343891403,0.45662100456621,0,0.213675213675214,0.444444444444444,0,0,9.00326804065,9.00326804065,-0.037950027326087,0.5743971674,0.216732171771831,0.5790731934,24,-1.36970891886449,0.501811515836744,0.9328914034646,26.0248493169396,0.683167136262637,-0.0968387633038219,46.6086880409663,-0.375079980953402,-0.539336569556811,-1.82284957097834,-1.18227301075036,4.08704137934061,3.92655171178437,1.97089214678272,1.03392151230946,1.24640155983589,1
